,Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
8571,bahia,2019,11,cruzeiro,-,1,0,0,0,15,4,4,3,11,12,-1,0,0,-2,1
8572,ceará,2019,11,palmeiras,ceará,1,2,0,0,14,4,5,2,13,10,3,1,0,2,1
8573,fortaleza,2019,11,atlético-mg,-,-1,2,2,0,14,4,5,2,12,15,-3,0,0,3,-1
8574,vasco,2019,11,fluminense,vasco,1,2,1,0,12,3,5,3,11,17,-6,1,0,4,-2
8575,cruzeiro,2019,11,bahia,-,-1,0,0,0,10,2,5,4,9,16,-7,0,0,-2,1
8576,fluminense,2019,11,vasco,vasco,-1,2,1,0,9,2,6,3,15,19,-4,0,1,3,-3
8577,chapecoense,2019,11,são paulo,são paulo,-1,4,0,0,8,2,7,2,11,20,-9,0,2,-1,-10
8578,csa,2019,11,athlético-pr,athlético-pr,1,0,4,0,6,1,7,3,3,20,-17,0,5,-3,-5
8579,avaí,2019,11,goiás,-,1,0,0,0,5,0,6,5,4,13,-9,0,0,-5,1
8580,santos,2019,12,avaí,santos,1,3,1,0,29,9,1,2,17,8,9,6,0,6,-1
8581,palmeiras,2019,12,vasco,-,1,1,1,0,27,8,1,3,20,6,14,0,0,1,-3
8582,flamengo,2019,12,botafogo-rj,flamengo,1,3,2,0,24,7,2,3,25,13,12,1,0,4,-3
8583,corinthians,2019,12,fortaleza,corinthians,-1,1,3,0,22,6,2,4,14,7,7,1,0,3,-2
8584,atlético-mg,2019,12,goiás,-,-1,0,0,0,21,6,3,3,18,14,4,0,0,-1,-3
8585,são paulo,2019,12,fluminense,são paulo,-1,1,2,0,21,5,1,6,15,7,8,2,0,4,-1
8586,internacional,2019,12,ceará,internacional,1,1,0,0,20,6,4,2,15,10,5,1,0,2,1
8587,athlético-pr,2019,12,cruzeiro,athlético-pr,-1,0,2,0,19,6,5,1,20,12,8,3,0,4,1
8588,goiás,2019,12,atlético-mg,-,1,0,0,0,17,5,5,2,12,16,-4,0,0,-2,1
8589,botafogo-rj,2019,12,flamengo,flamengo,-1,3,2,0,16,5,6,1,10,12,-2,0,2,1,-3
8590,grêmio,2019,12,csa,-,-1,0,0,0,16,4,4,4,13,13,0,0,0,-1,-1
8591,bahia,2019,12,chapecoense,-,-1,0,0,0,16,4,4,4,11,12,-1,0,0,-3,1
8592,ceará,2019,12,internacional,internacional,-1,1,0,0,14,4,6,2,13,11,2,0,1,-1,-1
8593,fortaleza,2019,12,corinthians,corinthians,1,1,3,0,14,4,6,2,13,18,-5,0,1,4,-2
8594,vasco,2019,12,palmeiras,-,-1,1,1,0,13,3,5,4,12,18,-6,0,0,5,-3
8595,cruzeiro,2019,12,athlético-pr,athlético-pr,1,0,2,0,10,2,6,4,9,18,-9,0,1,-3,-1
8596,fluminense,2019,12,são paulo,são paulo,1,1,2,0,9,2,7,3,16,21,-5,0,2,4,-4
8597,chapecoense,2019,12,bahia,-,1,0,0,0,9,2,7,3,11,20,-9,0,0,-2,1
8598,csa,2019,12,grêmio,-,1,0,0,0,7,1,7,4,3,20,-17,0,0,-4,1
8599,avaí,2019,12,santos,santos,-1,3,1,0,5,0,7,5,5,16,-11,0,1,1,-1
8600,santos,2019,13,goiás,santos,1,6,1,0,32,10,1,2,23,9,14,7,0,7,-2
8601,palmeiras,2019,13,corinthians,-,-1,1,1,0,28,8,1,4,21,7,14,0,0,2,-4
8602,flamengo,2019,13,bahia,bahia,-1,3,0,0,24,7,3,3,25,16,9,0,1,-1,-4
8603,atlético-mg,2019,13,cruzeiro,atlético-mg,1,2,0,0,24,7,3,3,20,14,6,1,0,1,1
8604,são paulo,2019,13,athlético-pr,são paulo,-1,0,1,0,24,6,1,6,16,7,9,3,0,5,0
8605,corinthians,2019,13,palmeiras,-,1,1,1,0,23,6,2,5,15,8,7,0,0,4,-3
8606,internacional,2019,13,fluminense,fluminense,-1,2,1,0,20,6,5,2,16,12,4,0,1,3,-1
8607,athlético-pr,2019,13,são paulo,são paulo,1,0,1,0,19,6,6,1,20,13,7,0,1,-1,-1
8608,botafogo-rj,2019,13,avaí,botafogo-rj,-1,0,2,0,19,6,6,1,12,12,0,1,0,2,-2
8609,bahia,2019,13,flamengo,bahia,1,3,0,0,19,5,4,4,14,12,2,1,0,1,1
8610,ceará,2019,13,fortaleza,ceará,1,2,1,0,17,5,6,2,15,12,3,1,0,1,-2
8611,goiás,2019,13,santos,santos,-1,6,1,0,17,5,6,2,13,22,-9,0,1,1,-1
8612,grêmio,2019,13,chapecoense,-,1,3,3,0,17,4,4,5,16,16,0,0,0,1,-2
8613,fortaleza,2019,13,ceará,ceará,-1,2,1,0,14,4,7,2,14,20,-6,0,2,5,-3
8614,vasco,2019,13,csa,-,1,0,0,0,14,3,5,5,12,18,-6,0,0,-1,1
8615,fluminense,2019,13,internacional,fluminense,1,2,1,0,12,3,7,3,18,22,-4,1,0,5,-5
8616,chapecoense,2019,13,grêmio,-,-1,3,3,0,10,2,7,4,14,23,-9,0,0,1,-1
8617,cruzeiro,2019,13,atlético-mg,atlético-mg,-1,2,0,0,10,2,7,4,9,20,-11,0,2,-4,-2
8618,csa,2019,13,vasco,-,-1,0,0,0,8,1,7,5,3,20,-17,0,0,-5,1
8619,avaí,2019,13,botafogo-rj,botafogo-rj,1,0,2,0,5,0,8,5,5,18,-13,0,2,-1,-2
8620,santos,2019,14,são paulo,são paulo,-1,3,2,0,32,10,2,2,25,12,13,0,1,8,-3
8621,palmeiras,2019,14,bahia,-,1,2,2,0,29,8,1,5,23,9,14,0,0,3,-5
8622,flamengo,2019,14,grêmio,flamengo,1,3,1,0,27,8,3,3,28,17,11,1,0,1,-5
8623,atlético-mg,2019,14,fluminense,atlético-mg,1,2,1,0,27,8,3,3,22,15,7,2,0,2,-1
8624,são paulo,2019,14,santos,são paulo,1,3,2,0,27,7,1,6,19,9,10,4,0,6,-1
8625,corinthians,2019,14,internacional,-,-1,0,0,0,24,6,2,6,15,8,7,0,0,-1,-2
8626,botafogo-rj,2019,14,athlético-pr,botafogo-rj,1,2,1,0,22,7,6,1,14,13,1,2,0,3,-3
8627,internacional,2019,14,corinthians,-,1,0,0,0,21,6,5,3,16,12,4,0,0,-1,1
8628,ceará,2019,14,chapecoense,ceará,1,4,1,0,20,6,6,2,19,13,6,2,0,2,-3
8629,bahia,2019,14,palmeiras,-,-1,2,2,0,20,5,4,5,16,14,2,0,0,2,-1
8630,athlético-pr,2019,14,botafogo-rj,botafogo-rj,-1,2,1,0,19,6,7,1,21,15,6,0,2,1,-2
8631,fortaleza,2019,14,csa,fortaleza,-1,0,2,0,17,5,7,2,16,20,-4,1,0,6,-2
8632,goiás,2019,14,vasco,vasco,1,0,1,0,17,5,7,2,13,23,-10,0,2,-1,-2
8633,grêmio,2019,14,flamengo,flamengo,-1,3,1,0,17,4,5,5,17,19,-2,0,1,2,-3
8634,vasco,2019,14,goiás,vasco,-1,0,1,0,17,4,5,5,13,18,-5,1,0,1,1
8635,fluminense,2019,14,atlético-mg,atlético-mg,-1,2,1,0,12,3,8,3,19,24,-5,0,1,6,-6
8636,cruzeiro,2019,14,avaí,-,-1,2,2,0,11,2,7,5,11,22,-11,0,0,1,-3
8637,chapecoense,2019,14,ceará,ceará,-1,4,1,0,10,2,8,4,15,27,-12,0,1,2,-2
8638,csa,2019,14,fortaleza,fortaleza,1,0,2,0,8,1,8,5,3,22,-19,0,1,-6,-1
8639,avaí,2019,14,cruzeiro,-,1,2,2,0,6,0,8,6,7,20,-13,0,0,1,-3
8640,santos,2019,15,cruzeiro,cruzeiro,-1,2,0,0,32,10,3,2,25,14,11,0,2,-1,-4
8641,flamengo,2019,15,vasco,flamengo,-1,1,4,0,30,9,3,3,32,18,14,2,0,2,-6
8642,palmeiras,2019,15,grêmio,-,-1,1,1,0,30,8,1,6,24,10,14,0,0,4,-6
8643,são paulo,2019,15,ceará,são paulo,1,1,0,0,30,8,1,6,20,9,11,5,0,7,1
8644,atlético-mg,2019,15,athlético-pr,athlético-pr,-1,1,0,0,27,8,4,3,22,16,6,0,1,-1,-2
8645,corinthians,2019,15,botafogo-rj,corinthians,1,2,0,0,27,7,2,6,17,8,9,1,0,1,1
8646,internacional,2019,15,fortaleza,internacional,-1,0,1,0,24,7,5,3,17,12,5,1,0,1,1
8647,athlético-pr,2019,15,atlético-mg,athlético-pr,1,1,0,0,22,7,7,1,22,15,7,1,0,2,1
8648,botafogo-rj,2019,15,corinthians,corinthians,-1,2,0,0,22,7,7,1,14,15,-1,0,1,-1,-4
8649,bahia,2019,15,goiás,-,1,1,1,0,21,5,4,6,17,15,2,0,0,3,-2
8650,ceará,2019,15,são paulo,são paulo,-1,1,0,0,20,6,7,2,19,14,5,0,1,-1,-4
8651,goiás,2019,15,bahia,-,-1,1,1,0,18,5,7,3,14,24,-10,0,0,1,-3
8652,grêmio,2019,15,palmeiras,-,1,1,1,0,18,4,5,6,18,20,-2,0,0,3,-4
8653,fortaleza,2019,15,internacional,internacional,1,0,1,0,17,5,8,2,16,21,-5,0,1,-1,-3
8654,vasco,2019,15,flamengo,flamengo,1,1,4,0,17,4,6,5,14,22,-8,0,1,2,-1
8655,cruzeiro,2019,15,santos,cruzeiro,1,2,0,0,14,3,7,5,13,22,-9,1,0,2,1
8656,chapecoense,2019,15,avaí,chapecoense,1,1,0,0,13,3,8,4,16,27,-11,1,0,3,1
8657,fluminense,2019,15,csa,csa,1,0,1,0,12,3,9,3,19,25,-6,0,2,-1,-7
8658,csa,2019,15,fluminense,csa,-1,0,1,0,11,2,8,5,4,22,-18,1,0,1,0
8659,avaí,2019,15,chapecoense,chapecoense,-1,1,0,0,6,0,9,6,7,21,-14,0,1,-1,-4
8660,flamengo,2019,16,ceará,flamengo,-1,0,3,0,33,10,3,3,35,18,17,3,0,3,-5
8661,santos,2019,16,fortaleza,-,1,3,3,0,33,10,3,3,28,17,11,0,0,1,-5
8662,palmeiras,2019,16,fluminense,palmeiras,1,3,0,0,33,9,1,6,27,10,17,1,0,5,1
8663,são paulo,2019,16,vasco,vasco,-1,2,0,0,30,8,2,6,20,11,9,0,1,-1,-1
8664,corinthians,2019,16,avaí,-,-1,1,1,0,28,7,2,7,18,9,9,0,0,2,-1
8665,atlético-mg,2019,16,bahia,bahia,1,0,1,0,27,8,5,3,22,17,5,0,2,-2,-3
8666,internacional,2019,16,goiás,goiás,-1,2,1,0,24,7,6,3,18,14,4,0,1,2,-1
8667,bahia,2019,16,atlético-mg,bahia,-1,0,1,0,24,6,4,6,18,15,3,1,0,4,-1
8668,botafogo-rj,2019,16,chapecoense,-,1,0,0,0,23,7,7,2,14,15,-1,0,0,-2,1
8669,athlético-pr,2019,16,grêmio,grêmio,-1,2,1,0,22,7,8,1,23,17,6,0,1,3,-1
8670,goiás,2019,16,internacional,goiás,1,2,1,0,21,6,7,3,16,25,-9,1,0,2,-4
8671,grêmio,2019,16,athlético-pr,grêmio,1,2,1,0,21,5,5,6,20,21,-1,1,0,4,-5
8672,ceará,2019,16,flamengo,flamengo,1,0,3,0,20,6,8,2,19,17,2,0,2,-2,-5
8673,vasco,2019,16,são paulo,vasco,1,2,0,0,20,5,6,5,16,22,-6,1,0,3,1
8674,fortaleza,2019,16,santos,-,-1,3,3,0,18,5,8,3,19,24,-5,0,0,1,-4
8675,cruzeiro,2019,16,csa,-,-1,1,1,0,15,3,7,6,14,23,-9,0,0,3,-1
8676,chapecoense,2019,16,botafogo-rj,-,-1,0,0,0,14,3,8,5,16,27,-11,0,0,-1,1
8677,fluminense,2019,16,palmeiras,palmeiras,-1,3,0,0,12,3,10,3,19,28,-9,0,3,-2,-8
8678,csa,2019,16,cruzeiro,-,1,1,1,0,12,2,8,6,5,23,-18,0,0,2,-1
8679,avaí,2019,16,corinthians,-,1,1,1,0,7,0,9,7,8,22,-14,0,0,1,-5
8680,flamengo,2019,17,palmeiras,flamengo,1,3,0,0,36,11,3,3,38,18,20,4,0,4,1
8681,santos,2019,17,chapecoense,santos,-1,0,1,0,36,11,3,3,29,17,12,1,0,2,-4
8682,palmeiras,2019,17,flamengo,flamengo,-1,3,0,0,33,9,2,6,27,13,14,0,1,-1,-1
8683,corinthians,2019,17,atlético-mg,corinthians,1,1,0,0,31,8,2,7,19,9,10,1,0,3,1
8684,são paulo,2019,17,grêmio,-,1,0,0,0,31,8,2,7,20,11,9,0,0,-2,1
8685,internacional,2019,17,botafogo-rj,internacional,1,3,2,0,27,8,6,3,21,16,5,1,0,3,-2
8686,atlético-mg,2019,17,corinthians,corinthians,-1,1,0,0,27,8,6,3,22,18,4,0,3,-3,-4
8687,bahia,2019,17,csa,bahia,1,1,0,0,27,7,4,6,19,15,4,2,0,5,1
8688,athlético-pr,2019,17,ceará,athlético-pr,1,1,0,0,25,8,8,1,24,17,7,1,0,4,1
8689,botafogo-rj,2019,17,internacional,internacional,-1,3,2,0,23,7,8,2,16,18,-2,0,1,1,-1
8690,grêmio,2019,17,são paulo,-,-1,0,0,0,22,5,5,7,20,21,-1,0,0,-1,-4
8691,fortaleza,2019,17,goiás,fortaleza,1,2,0,0,21,6,8,3,21,24,-3,1,0,2,1
8692,goiás,2019,17,fortaleza,fortaleza,-1,2,0,0,21,6,8,3,16,27,-11,0,1,-1,-5
8693,ceará,2019,17,athlético-pr,athlético-pr,-1,1,0,0,20,6,9,2,19,18,1,0,3,-3,-6
8694,vasco,2019,17,cruzeiro,cruzeiro,-1,1,0,0,20,5,7,5,16,23,-7,0,1,-1,-1
8695,cruzeiro,2019,17,vasco,cruzeiro,1,1,0,0,18,4,7,6,15,23,-8,1,0,4,1
8696,chapecoense,2019,17,santos,santos,1,0,1,0,14,3,9,5,16,28,-12,0,1,-2,-1
8697,fluminense,2019,17,avaí,avaí,1,0,1,0,12,3,11,3,19,29,-10,0,4,-3,-9
8698,csa,2019,17,bahia,bahia,-1,1,0,0,12,2,9,6,5,24,-19,0,1,-1,-2
8699,avaí,2019,17,fluminense,avaí,-1,0,1,0,10,1,9,7,9,22,-13,1,0,2,-4
8700,flamengo,2019,18,avaí,flamengo,-1,0,3,0,39,12,3,3,41,18,23,5,0,5,1
8701,santos,2019,18,athlético-pr,-,1,1,1,0,37,11,3,4,30,18,12,0,0,3,-5
8702,palmeiras,2019,18,goiás,palmeiras,-1,1,2,0,36,10,2,6,29,14,15,1,0,1,-2
8703,corinthians,2019,18,ceará,-,1,2,2,0,32,8,2,8,21,11,10,0,0,4,-1
8704,são paulo,2019,18,internacional,internacional,-1,1,0,0,31,8,3,7,20,12,8,0,1,-3,-1
8705,internacional,2019,18,são paulo,internacional,1,1,0,0,30,9,6,3,22,16,6,2,0,4,1
8706,bahia,2019,18,vasco,bahia,-1,0,2,0,30,8,4,6,21,15,6,3,0,6,1
8707,atlético-mg,2019,18,botafogo-rj,botafogo-rj,-1,2,1,0,27,8,7,3,23,20,3,0,4,1,-5
8708,athlético-pr,2019,18,santos,-,-1,1,1,0,26,8,8,2,25,18,7,0,0,5,-1
8709,botafogo-rj,2019,18,atlético-mg,botafogo-rj,1,2,1,0,26,8,8,2,18,19,-1,1,0,2,-2
8710,grêmio,2019,18,cruzeiro,grêmio,-1,1,4,0,25,6,5,7,24,22,2,1,0,1,-5
8711,ceará,2019,18,corinthians,-,-1,2,2,0,21,6,9,3,21,20,1,0,0,1,-7
8712,fortaleza,2019,18,fluminense,fluminense,1,0,1,0,21,6,9,3,21,25,-4,0,1,-1,-1
8713,goiás,2019,18,palmeiras,palmeiras,1,1,2,0,21,6,9,3,17,29,-12,0,2,1,-6
8714,vasco,2019,18,bahia,bahia,1,0,2,0,20,5,8,5,16,25,-9,0,2,-2,-2
8715,cruzeiro,2019,18,grêmio,grêmio,1,1,4,0,18,4,8,6,16,27,-11,0,1,5,-1
8716,fluminense,2019,18,fortaleza,fluminense,-1,0,1,0,15,4,11,3,20,29,-9,1,0,1,-8
8717,csa,2019,18,chapecoense,csa,1,2,0,0,15,3,9,6,7,24,-17,1,0,1,1
8718,chapecoense,2019,18,csa,csa,-1,2,0,0,14,3,10,5,16,30,-14,0,2,-3,-2
8719,avaí,2019,18,flamengo,flamengo,1,0,3,0,10,1,10,7,9,25,-16,0,1,-1,-5
8720,flamengo,2019,19,santos,flamengo,1,1,0,0,42,13,3,3,42,18,24,6,0,6,1
8721,palmeiras,2019,19,cruzeiro,palmeiras,1,1,0,0,39,11,2,6,30,14,16,2,0,2,1
8722,santos,2019,19,flamengo,flamengo,-1,1,0,0,37,11,4,4,30,19,11,0,1,-1,-6
8723,internacional,2019,19,atlético-mg,internacional,-1,1,3,0,33,10,6,3,25,17,8,3,0,5,-1
8724,corinthians,2019,19,fluminense,fluminense,-1,1,0,0,32,8,3,8,21,12,9,0,1,-1,-2
8725,são paulo,2019,19,csa,-,1,1,1,0,32,8,3,8,21,13,8,0,0,1,-2
8726,bahia,2019,19,fortaleza,-,1,1,1,0,31,8,4,7,22,16,6,0,0,7,-1
8727,grêmio,2019,19,goiás,grêmio,1,3,0,0,28,7,5,7,27,22,5,2,0,2,1
8728,atlético-mg,2019,19,internacional,internacional,1,1,3,0,27,8,8,3,24,23,1,0,5,2,-6
8729,botafogo-rj,2019,19,ceará,-,-1,0,0,0,27,8,8,3,18,19,-1,0,0,-1,-1
8730,athlético-pr,2019,19,avaí,avaí,1,0,1,0,26,8,9,2,25,19,6,0,1,-1,-2
8731,vasco,2019,19,chapecoense,vasco,-1,1,2,0,23,6,8,5,18,26,-8,1,0,1,-3
8732,ceará,2019,19,botafogo-rj,-,1,0,0,0,22,6,9,4,21,20,1,0,0,-1,1
8733,fortaleza,2019,19,bahia,-,-1,1,1,0,22,6,9,4,22,26,-4,0,0,1,-2
8734,goiás,2019,19,grêmio,grêmio,-1,3,0,0,21,6,10,3,17,32,-15,0,3,-1,-7
8735,fluminense,2019,19,corinthians,fluminense,1,1,0,0,18,5,11,3,21,29,-8,2,0,2,1
8736,cruzeiro,2019,19,palmeiras,palmeiras,-1,1,0,0,18,4,9,6,16,28,-12,0,2,-1,-2
8737,csa,2019,19,são paulo,-,-1,1,1,0,16,3,9,7,8,25,-17,0,0,2,-1
8738,chapecoense,2019,19,vasco,vasco,1,1,2,0,14,3,11,5,17,32,-15,0,3,1,-3
8739,avaí,2019,19,athlético-pr,avaí,-1,0,1,0,13,2,10,7,10,25,-15,1,0,1,-4
8740,flamengo,2019,20,cruzeiro,flamengo,-1,1,2,0,45,14,3,3,44,19,25,7,0,7,-1
8741,palmeiras,2019,20,fortaleza,palmeiras,-1,0,1,0,42,12,2,6,31,14,17,3,0,3,1
8742,santos,2019,20,grêmio,grêmio,1,0,3,0,37,11,5,4,30,22,8,0,2,-2,-7
8743,internacional,2019,20,chapecoense,internacional,1,1,0,0,36,11,6,3,26,17,9,4,0,6,1
8744,corinthians,2019,20,bahia,corinthians,1,2,1,0,35,9,3,8,23,13,10,1,0,1,-3
8745,são paulo,2019,20,botafogo-rj,são paulo,-1,1,2,0,35,9,3,8,23,14,9,1,0,2,-3
8746,grêmio,2019,20,santos,grêmio,-1,0,3,0,31,8,5,7,30,22,8,3,0,3,1
8747,bahia,2019,20,corinthians,corinthians,-1,2,1,0,31,8,5,7,23,18,5,0,1,8,-2
8748,athlético-pr,2019,20,vasco,-,-1,1,1,0,27,8,9,3,26,20,6,0,0,1,-3
8749,atlético-mg,2019,20,avaí,avaí,-1,1,0,0,27,8,9,3,24,24,0,0,6,-1,-7
8750,botafogo-rj,2019,20,são paulo,são paulo,1,1,2,0,27,8,9,3,19,21,-2,0,1,1,-2
8751,goiás,2019,20,fluminense,goiás,1,3,0,0,24,7,10,3,20,32,-12,1,0,1,1
8752,vasco,2019,20,athlético-pr,-,1,1,1,0,24,6,8,6,19,27,-8,0,0,2,-4
8753,ceará,2019,20,csa,csa,-1,1,0,0,22,6,10,4,21,21,0,0,1,-2,-1
8754,fortaleza,2019,20,palmeiras,palmeiras,1,0,1,0,22,6,10,4,22,27,-5,0,1,-1,-3
8755,csa,2019,20,ceará,csa,1,1,0,0,19,4,9,7,9,25,-16,1,0,3,1
8756,fluminense,2019,20,goiás,goiás,-1,3,0,0,18,5,12,3,21,32,-11,0,1,-1,-1
8757,cruzeiro,2019,20,flamengo,flamengo,1,1,2,0,18,4,10,6,17,30,-13,0,3,1,-3
8758,avaí,2019,20,atlético-mg,avaí,1,1,0,0,16,3,10,7,11,25,-14,2,0,2,1
8759,chapecoense,2019,20,internacional,internacional,-1,1,0,0,14,3,12,5,17,33,-16,0,4,-1,-4
8760,flamengo,2019,21,internacional,flamengo,1,3,1,0,48,15,3,3,47,20,27,8,0,8,-2
8761,palmeiras,2019,21,csa,palmeiras,1,6,2,0,45,13,2,6,37,16,21,4,0,4,-1
8762,santos,2019,21,fluminense,-,-1,1,1,0,38,11,5,5,31,23,8,0,0,1,-8
8763,corinthians,2019,21,chapecoense,corinthians,-1,0,1,0,38,10,3,8,24,13,11,2,0,2,-2
8764,internacional,2019,21,flamengo,flamengo,-1,3,1,0,36,11,7,3,27,20,7,0,1,7,-1
8765,são paulo,2019,21,goiás,goiás,1,0,1,0,35,9,4,8,23,15,8,0,1,-1,-4
8766,grêmio,2019,21,avaí,grêmio,1,6,1,0,34,9,5,7,36,23,13,4,0,4,-1
8767,bahia,2019,21,botafogo-rj,bahia,1,2,0,0,34,9,5,7,25,18,7,1,0,9,1
8768,athlético-pr,2019,21,fortaleza,athlético-pr,1,4,1,0,30,9,9,3,30,21,9,1,0,2,-4
8769,atlético-mg,2019,21,vasco,vasco,1,1,2,0,27,8,10,3,25,26,-1,0,7,1,-8
8770,botafogo-rj,2019,21,bahia,bahia,-1,2,0,0,27,8,10,3,19,23,-4,0,2,-1,-3
8771,goiás,2019,21,são paulo,goiás,-1,0,1,0,27,8,10,3,21,32,-11,2,0,2,1
8772,vasco,2019,21,atlético-mg,vasco,-1,1,2,0,27,7,8,6,21,28,-7,1,0,3,-5
8773,ceará,2019,21,cruzeiro,-,1,0,0,0,23,6,10,5,21,21,0,0,0,-3,1
8774,fortaleza,2019,21,athlético-pr,athlético-pr,-1,4,1,0,22,6,11,4,23,31,-8,0,2,1,-4
8775,fluminense,2019,21,santos,-,1,1,1,0,19,5,12,4,22,33,-11,0,0,1,-2
8776,cruzeiro,2019,21,ceará,-,-1,0,0,0,19,4,10,7,17,30,-13,0,0,-1,-2
8777,csa,2019,21,palmeiras,palmeiras,-1,6,2,0,19,4,10,7,11,31,-20,0,1,4,-1
8778,avaí,2019,21,grêmio,grêmio,-1,6,1,0,16,3,11,7,12,31,-19,0,1,3,-1
8779,chapecoense,2019,21,corinthians,corinthians,1,0,1,0,14,3,13,5,17,34,-17,0,5,-2,-5
8780,flamengo,2019,22,são paulo,-,1,0,0,0,49,15,3,4,47,20,27,0,0,-1,1
8781,palmeiras,2019,22,internacional,-,-1,1,1,0,46,13,2,7,38,17,21,0,0,5,-2
8782,santos,2019,22,csa,santos,1,2,0,0,41,12,5,5,33,23,10,1,0,2,1
8783,corinthians,2019,22,vasco,corinthians,1,1,0,0,41,11,3,8,25,13,12,3,0,3,1
8784,internacional,2019,22,palmeiras,-,1,1,1,0,37,11,7,4,28,21,7,0,0,8,-2
8785,bahia,2019,22,avaí,bahia,-1,0,2,0,37,10,5,7,27,18,9,2,0,10,1
8786,são paulo,2019,22,flamengo,-,-1,0,0,0,36,9,4,9,23,15,8,0,0,-2,-3
8787,grêmio,2019,22,fluminense,fluminense,-1,2,1,0,34,9,6,7,37,25,12,0,1,5,-2
8788,athlético-pr,2019,22,chapecoense,-,1,1,1,0,31,9,9,4,31,22,9,0,0,3,-5
8789,atlético-mg,2019,22,ceará,atlético-mg,1,2,1,0,30,9,10,3,27,27,0,1,0,2,-9
8790,goiás,2019,22,cruzeiro,goiás,1,1,0,0,30,9,10,3,22,32,-10,3,0,3,1
8791,botafogo-rj,2019,22,fortaleza,fortaleza,-1,1,0,0,27,8,11,3,19,24,-5,0,3,-2,-4
8792,vasco,2019,22,corinthians,corinthians,-1,1,0,0,27,7,9,6,21,29,-8,0,1,-1,-6
8793,fortaleza,2019,22,botafogo-rj,fortaleza,1,1,0,0,25,7,11,4,24,31,-7,1,0,2,1
8794,ceará,2019,22,atlético-mg,atlético-mg,-1,2,1,0,23,6,11,5,22,23,-1,0,1,1,-1
8795,fluminense,2019,22,grêmio,fluminense,1,2,1,0,22,6,12,4,24,34,-10,1,0,2,-3
8796,cruzeiro,2019,22,goiás,goiás,-1,1,0,0,19,4,11,7,17,31,-14,0,1,-2,-3
8797,csa,2019,22,santos,santos,-1,2,0,0,19,4,11,7,11,33,-22,0,2,-1,-2
8798,avaí,2019,22,bahia,bahia,1,0,2,0,16,3,12,7,12,33,-21,0,2,-1,-2
8799,chapecoense,2019,22,athlético-pr,-,-1,1,1,0,15,3,13,6,18,35,-17,0,0,1,-6
8800,flamengo,2019,23,chapecoense,flamengo,-1,0,1,0,52,16,3,4,48,20,28,1,0,1,1
8801,palmeiras,2019,23,atlético-mg,-,1,1,1,0,47,13,2,8,39,18,21,0,0,6,-3
8802,santos,2019,23,vasco,santos,-1,0,1,0,44,13,5,5,34,23,11,2,0,3,1
8803,corinthians,2019,23,grêmio,-,-1,0,0,0,42,11,3,9,25,13,12,0,0,-1,1
8804,são paulo,2019,23,fortaleza,são paulo,1,2,1,0,39,10,4,9,25,16,9,1,0,1,-4
8805,internacional,2019,23,cruzeiro,-,-1,1,1,0,38,11,7,5,29,22,7,0,0,9,-3
8806,bahia,2019,23,athlético-pr,athlético-pr,1,1,2,0,37,10,6,7,28,20,8,0,1,11,-1
8807,grêmio,2019,23,corinthians,-,1,0,0,0,35,9,6,8,37,25,12,0,0,-1,1
8808,athlético-pr,2019,23,bahia,athlético-pr,-1,1,2,0,34,10,9,4,33,23,10,1,0,4,-6
8809,goiás,2019,23,ceará,goiás,-1,0,1,0,33,10,10,3,23,32,-9,4,0,4,1
8810,atlético-mg,2019,23,palmeiras,-,-1,1,1,0,31,9,10,4,28,28,0,0,0,3,-10
8811,botafogo-rj,2019,23,fluminense,fluminense,1,0,1,0,27,8,12,3,19,25,-6,0,4,-3,-5
8812,vasco,2019,23,santos,santos,1,0,1,0,27,7,10,6,21,30,-9,0,2,-2,-7
8813,fortaleza,2019,23,são paulo,são paulo,-1,2,1,0,25,7,12,4,25,33,-8,0,1,3,-1
8814,fluminense,2019,23,botafogo-rj,fluminense,-1,0,1,0,25,7,12,4,25,34,-9,2,0,3,-2
8815,ceará,2019,23,goiás,goiás,1,0,1,0,23,6,12,5,22,24,-2,0,2,-1,-2
8816,csa,2019,23,avaí,csa,1,3,1,0,22,5,11,7,14,34,-20,1,0,1,-3
8817,cruzeiro,2019,23,internacional,-,1,1,1,0,20,4,11,8,18,32,-14,0,0,1,-4
8818,avaí,2019,23,csa,csa,-1,3,1,0,16,3,13,7,13,36,-23,0,3,1,-3
8819,chapecoense,2019,23,flamengo,flamengo,1,0,1,0,15,3,14,6,18,36,-18,0,1,-1,-7
8820,flamengo,2019,24,atlético-mg,flamengo,1,3,1,0,55,17,3,4,51,21,30,2,0,2,-1
8821,santos,2019,24,palmeiras,santos,1,2,0,0,47,14,5,5,36,23,13,3,0,4,1
8822,palmeiras,2019,24,santos,santos,-1,2,0,0,47,13,3,8,39,20,19,0,1,-1,-4
8823,corinthians,2019,24,athlético-pr,-,1,2,2,0,43,11,3,10,27,15,12,0,0,1,-1
8824,são paulo,2019,24,bahia,-,-1,0,0,0,40,10,4,10,25,16,9,0,0,-1,-3
