,Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
8318,vitória,2018,36,cruzeiro,cruzeiro,-1,3,0,0,36,9,18,9,34,60,-26,0,2,-1,-8
8319,paraná,2018,36,ceará,ceará,-1,1,0,0,22,4,22,10,16,54,-38,0,1,-1,-20
8320,palmeiras,2018,37,vasco,palmeiras,-1,0,1,0,77,22,4,11,61,24,37,2,0,16,1
8321,flamengo,2018,37,cruzeiro,flamengo,-1,0,2,0,72,21,7,9,58,27,31,4,0,10,1
8322,internacional,2018,37,fluminense,internacional,1,2,0,0,68,19,7,11,50,28,22,1,0,2,1
8323,grêmio,2018,37,vitória,-,-1,0,0,0,63,17,8,12,47,27,20,0,0,-2,0
8324,são paulo,2018,37,sport,-,1,0,0,0,63,16,6,15,46,33,13,0,0,-2,1
8325,atlético-mg,2018,37,santos,santos,-1,3,2,0,56,16,13,8,55,43,12,0,1,5,-2
8326,athlético-pr,2018,37,ceará,-,1,2,2,0,54,15,13,9,52,36,16,0,0,7,-1
8327,cruzeiro,2018,37,flamengo,flamengo,1,0,2,0,52,14,13,10,34,34,0,0,1,-1,-1
8328,botafogo-rj,2018,37,paraná,botafogo-rj,1,2,1,0,51,13,12,12,38,45,-7,1,0,7,-2
8329,santos,2018,37,atlético-mg,santos,1,3,2,0,50,13,13,11,45,38,7,1,0,3,-6
8330,bahia,2018,37,américa-mg,américa-mg,-1,1,0,0,47,12,14,11,39,41,-2,0,1,-1,-1
8331,corinthians,2018,37,chapecoense,-,1,0,0,0,44,11,15,11,34,34,0,0,0,-2,1
8332,ceará,2018,37,athlético-pr,-,-1,2,2,0,43,10,14,13,32,38,-6,0,0,2,-1
8333,fluminense,2018,37,internacional,internacional,-1,2,0,0,42,11,17,9,31,46,-15,0,2,-7,-2
8334,vasco,2018,37,palmeiras,palmeiras,1,0,1,0,42,10,15,12,41,48,-7,0,1,-1,-1
8335,chapecoense,2018,37,corinthians,-,-1,0,0,0,41,10,16,11,33,50,-17,0,0,-1,-2
8336,américa-mg,2018,37,bahia,américa-mg,1,1,0,0,40,10,17,10,30,46,-16,1,0,1,1
8337,sport,2018,37,são paulo,-,-1,0,0,0,39,10,18,9,33,56,-23,0,0,-1,-1
8338,vitória,2018,37,grêmio,-,1,0,0,0,37,9,18,10,34,60,-26,0,0,-2,1
8339,paraná,2018,37,botafogo-rj,botafogo-rj,-1,2,1,0,22,4,23,10,17,56,-39,0,2,1,-21
8340,palmeiras,2018,38,vitória,palmeiras,1,3,2,1,80,23,4,11,64,26,38,3,0,17,-1
8341,flamengo,2018,38,athlético-pr,athlético-pr,1,1,2,2,72,21,8,9,59,29,30,0,1,11,-1
8342,internacional,2018,38,paraná,-,-1,1,1,3,69,19,7,12,51,29,22,0,0,3,-1
8343,grêmio,2018,38,corinthians,grêmio,1,1,0,4,66,18,8,12,48,27,21,1,0,1,1
8344,são paulo,2018,38,chapecoense,chapecoense,-1,1,0,5,63,16,7,15,46,34,12,0,1,-3,-1
8345,atlético-mg,2018,38,botafogo-rj,atlético-mg,1,1,0,6,59,17,13,8,56,43,13,1,0,6,1
8346,athlético-pr,2018,38,flamengo,athlético-pr,-1,1,2,7,57,16,13,9,54,37,17,1,0,8,-2
8347,cruzeiro,2018,38,bahia,-,-1,0,0,8,53,14,13,11,34,34,0,0,0,-2,0
8348,botafogo-rj,2018,38,atlético-mg,atlético-mg,-1,1,0,9,51,13,13,12,38,46,-8,0,1,-1,-3
8349,santos,2018,38,sport,sport,-1,2,1,10,50,13,14,11,46,40,6,0,1,4,-7
8350,bahia,2018,38,cruzeiro,-,1,0,0,11,48,12,14,12,39,41,-2,0,0,-2,1
8351,fluminense,2018,38,américa-mg,fluminense,1,1,0,12,45,12,17,9,32,46,-14,1,0,1,1
8352,corinthians,2018,38,grêmio,grêmio,-1,1,0,13,44,11,16,11,34,35,-1,0,1,-3,-1
8353,chapecoense,2018,38,são paulo,chapecoense,1,1,0,14,44,11,16,11,34,50,-16,1,0,1,1
8354,ceará,2018,38,vasco,-,1,0,0,15,44,10,14,14,32,38,-6,0,0,-1,1
8355,vasco,2018,38,ceará,-,-1,0,0,16,43,10,15,13,41,48,-7,0,0,-2,0
8356,sport,2018,38,santos,sport,1,2,1,17,42,11,18,9,35,57,-22,1,0,1,-2
8357,américa-mg,2018,38,fluminense,fluminense,-1,1,0,18,40,10,18,10,30,47,-17,0,1,-1,-1
8358,vitória,2018,38,palmeiras,palmeiras,-1,3,2,19,37,9,19,10,36,63,-27,0,1,1,-1
8359,paraná,2018,38,internacional,-,1,1,1,20,23,4,23,11,18,57,-39,0,0,2,-22
8360,ceará,2019,1,csa,ceará,1,4,0,0,3,1,0,0,4,0,4,1,0,1,1
8361,palmeiras,2019,1,fortaleza,palmeiras,1,4,0,0,3,1,0,0,4,0,4,1,0,1,1
8362,athlético-pr,2019,1,vasco,athlético-pr,1,4,1,0,3,1,0,0,4,1,3,1,0,1,-1
8363,chapecoense,2019,1,internacional,chapecoense,1,2,0,0,3,1,0,0,2,0,2,1,0,1,1
8364,flamengo,2019,1,cruzeiro,flamengo,1,3,1,0,3,1,0,0,3,1,2,1,0,1,-1
8365,são paulo,2019,1,botafogo-rj,são paulo,1,2,0,0,3,1,0,0,2,0,2,1,0,1,1
8366,goiás,2019,1,fluminense,goiás,-1,0,1,0,3,1,0,0,1,0,1,1,0,1,1
8367,santos,2019,1,grêmio,santos,-1,1,2,0,3,1,0,0,2,1,1,1,0,1,-1
8368,atlético-mg,2019,1,avaí,atlético-mg,1,2,1,0,3,1,0,0,2,1,1,1,0,1,-1
8369,bahia,2019,1,corinthians,bahia,1,3,2,0,3,1,0,0,3,2,1,1,0,1,-1
8370,avaí,2019,1,atlético-mg,atlético-mg,-1,2,1,0,0,0,1,0,1,2,-1,0,1,1,-1
8371,corinthians,2019,1,bahia,bahia,-1,3,2,0,0,0,1,0,2,3,-1,0,1,1,-1
8372,fluminense,2019,1,goiás,goiás,1,0,1,0,0,0,1,0,0,1,-1,0,1,-1,-1
8373,grêmio,2019,1,santos,santos,1,1,2,0,0,0,1,0,1,2,-1,0,1,1,-1
8374,internacional,2019,1,chapecoense,chapecoense,-1,2,0,0,0,0,1,0,0,2,-2,0,1,-1,-1
8375,cruzeiro,2019,1,flamengo,flamengo,-1,3,1,0,0,0,1,0,1,3,-2,0,1,1,-1
8376,botafogo-rj,2019,1,são paulo,são paulo,-1,2,0,0,0,0,1,0,0,2,-2,0,1,-1,-1
8377,vasco,2019,1,athlético-pr,athlético-pr,-1,4,1,0,0,0,1,0,1,4,-3,0,1,1,-1
8378,csa,2019,1,ceará,ceará,-1,4,0,0,0,0,1,0,0,4,-4,0,1,-1,-1
8379,fortaleza,2019,1,palmeiras,palmeiras,-1,4,0,0,0,0,1,0,0,4,-4,0,1,-1,-1
8380,são paulo,2019,2,goiás,são paulo,-1,1,2,0,6,2,0,0,4,1,3,2,0,2,-1
8381,atlético-mg,2019,2,vasco,atlético-mg,-1,1,2,0,6,2,0,0,4,2,2,2,0,2,-2
8382,santos,2019,2,fluminense,santos,1,2,1,0,6,2,0,0,4,2,2,2,0,2,-2
8383,palmeiras,2019,2,csa,-,-1,1,1,0,4,1,0,1,5,1,4,0,0,2,-1
8384,ceará,2019,2,cruzeiro,cruzeiro,-1,1,0,0,3,1,1,0,4,1,3,0,1,-1,-1
8385,athlético-pr,2019,2,fortaleza,fortaleza,-1,2,1,0,3,1,1,0,5,3,2,0,1,2,-2
8386,chapecoense,2019,2,corinthians,corinthians,-1,1,0,0,3,1,1,0,2,1,1,0,1,-1,-1
8387,flamengo,2019,2,internacional,internacional,-1,2,1,0,3,1,1,0,4,3,1,0,1,2,-2
8388,bahia,2019,2,botafogo-rj,botafogo-rj,-1,3,2,0,3,1,1,0,5,5,0,0,1,2,-2
8389,corinthians,2019,2,chapecoense,corinthians,1,1,0,0,3,1,1,0,3,3,0,1,0,2,1
8390,goiás,2019,2,são paulo,são paulo,1,1,2,0,3,1,1,0,2,2,0,0,1,2,-1
8391,cruzeiro,2019,2,ceará,cruzeiro,1,1,0,0,3,1,1,0,2,3,-1,1,0,2,1
8392,internacional,2019,2,flamengo,internacional,1,2,1,0,3,1,1,0,2,3,-1,1,0,1,-2
8393,botafogo-rj,2019,2,bahia,botafogo-rj,1,3,2,0,3,1,1,0,3,4,-1,1,0,1,-2
8394,fortaleza,2019,2,athlético-pr,fortaleza,1,2,1,0,3,1,1,0,2,5,-3,1,0,1,-2
8395,grêmio,2019,2,avaí,-,-1,1,1,0,1,0,1,1,2,3,-1,0,0,2,-2
8396,avaí,2019,2,grêmio,-,1,1,1,0,1,0,1,1,2,3,-1,0,0,2,-2
8397,csa,2019,2,palmeiras,-,1,1,1,0,1,0,1,1,1,5,-4,0,0,1,-2
8398,fluminense,2019,2,santos,santos,-1,2,1,0,0,0,2,0,1,3,-2,0,2,1,-2
8399,vasco,2019,2,atlético-mg,atlético-mg,1,1,2,0,0,0,2,0,2,6,-4,0,2,2,-2
8400,atlético-mg,2019,3,ceará,atlético-mg,-1,1,2,0,9,3,0,0,6,3,3,3,0,3,-3
8401,palmeiras,2019,3,internacional,palmeiras,1,1,0,0,7,2,0,1,6,1,5,1,0,3,1
8402,são paulo,2019,3,flamengo,-,1,1,1,0,7,2,0,1,5,2,3,0,0,3,-2
8403,santos,2019,3,csa,-,-1,0,0,0,7,2,0,1,4,2,2,0,0,-1,-1
8404,bahia,2019,3,avaí,bahia,1,1,0,0,6,2,1,0,6,5,1,1,0,3,1
8405,botafogo-rj,2019,3,fortaleza,botafogo-rj,1,1,0,0,6,2,1,0,4,4,0,2,0,2,1
8406,cruzeiro,2019,3,goiás,cruzeiro,1,2,1,0,6,2,1,0,4,4,0,2,0,3,-1
8407,athlético-pr,2019,3,chapecoense,-,-1,1,1,0,4,1,1,1,6,4,2,0,0,3,-3
8408,flamengo,2019,3,são paulo,-,-1,1,1,0,4,1,1,1,5,4,1,0,0,3,-3
8409,chapecoense,2019,3,athlético-pr,-,1,1,1,0,4,1,1,1,3,2,1,0,0,1,-2
8410,corinthians,2019,3,vasco,-,-1,1,1,0,4,1,1,1,4,4,0,0,0,3,-1
8411,ceará,2019,3,atlético-mg,atlético-mg,1,1,2,0,3,1,2,0,5,3,2,0,2,1,-2
8412,goiás,2019,3,cruzeiro,cruzeiro,-1,2,1,0,3,1,2,0,3,4,-1,0,2,3,-2
8413,fluminense,2019,3,grêmio,fluminense,-1,4,5,0,3,1,2,0,6,7,-1,1,0,2,-3
8414,internacional,2019,3,palmeiras,palmeiras,-1,1,0,0,3,1,2,0,2,4,-2,0,1,-1,-3
8415,fortaleza,2019,3,botafogo-rj,botafogo-rj,-1,1,0,0,3,1,2,0,2,6,-4,0,1,-1,-3
8416,csa,2019,3,santos,-,1,0,0,0,2,0,1,2,1,5,-4,0,0,-1,1
8417,avaí,2019,3,bahia,bahia,-1,1,0,0,1,0,2,1,2,4,-2,0,1,-1,-3
8418,grêmio,2019,3,fluminense,fluminense,1,4,5,0,1,0,2,1,6,8,-2,0,1,3,-3
8419,vasco,2019,3,corinthians,-,1,1,1,0,1,0,2,1,3,7,-4,0,0,3,-3
8420,palmeiras,2019,4,atlético-mg,palmeiras,-1,0,2,0,10,3,0,1,8,1,7,2,0,4,1
8421,santos,2019,4,vasco,santos,1,3,0,0,10,3,0,1,7,2,5,1,0,1,1
8422,são paulo,2019,4,fortaleza,são paulo,-1,0,1,0,10,3,0,1,6,2,4,1,0,4,-1
8423,botafogo-rj,2019,4,fluminense,botafogo-rj,-1,0,1,0,9,3,1,0,5,4,1,3,0,3,1
8424,atlético-mg,2019,4,palmeiras,palmeiras,1,0,2,0,9,3,1,0,6,5,1,0,1,-1,-4
8425,athlético-pr,2019,4,bahia,athlético-pr,1,1,0,0,7,2,1,1,7,4,3,1,0,4,1
8426,flamengo,2019,4,chapecoense,flamengo,1,2,1,0,7,2,1,1,7,5,2,1,0,4,-4
8427,bahia,2019,4,athlético-pr,athlético-pr,-1,1,0,0,6,2,2,0,6,6,0,0,1,-1,-1
8428,goiás,2019,4,ceará,goiás,1,2,1,0,6,2,2,0,5,5,0,1,0,4,-3
8429,internacional,2019,4,cruzeiro,internacional,1,3,1,0,6,2,2,0,5,5,0,1,0,1,-4
8430,cruzeiro,2019,4,internacional,internacional,-1,3,1,0,6,2,2,0,5,7,-2,0,1,4,-2
8431,corinthians,2019,4,grêmio,-,1,0,0,0,5,1,1,2,4,4,0,0,0,-1,1
8432,chapecoense,2019,4,flamengo,flamengo,-1,2,1,0,4,1,2,1,4,4,0,0,1,2,-3
8433,ceará,2019,4,goiás,goiás,-1,2,1,0,3,1,3,0,6,5,1,0,3,2,-3
8434,fluminense,2019,4,botafogo-rj,botafogo-rj,1,0,1,0,3,1,3,0,6,8,-2,0,1,-1,-4
8435,fortaleza,2019,4,são paulo,são paulo,1,0,1,0,3,1,3,0,2,7,-5,0,2,-2,-4
8436,csa,2019,4,avaí,-,-1,0,0,0,3,0,1,3,1,5,-4,0,0,-2,1
8437,grêmio,2019,4,corinthians,-,-1,0,0,0,2,0,2,2,6,8,-2,0,0,-1,-2
8438,avaí,2019,4,csa,-,1,0,0,0,2,0,2,2,2,4,-2,0,0,-2,1
8439,vasco,2019,4,santos,santos,-1,3,0,0,1,0,3,1,3,10,-7,0,1,-1,-4
8440,palmeiras,2019,5,santos,palmeiras,1,4,0,0,13,4,0,1,12,1,11,3,0,5,1
8441,atlético-mg,2019,5,flamengo,atlético-mg,1,2,1,0,12,4,1,0,8,6,2,1,0,1,-5
8442,são paulo,2019,5,bahia,-,1,0,0,0,11,3,0,2,6,2,4,0,0,-1,1
8443,santos,2019,5,palmeiras,palmeiras,-1,4,0,0,10,3,1,1,7,6,1,0,1,-1,-1
8444,internacional,2019,5,csa,internacional,1,2,0,0,9,3,2,0,7,5,2,2,0,2,1
8445,goiás,2019,5,botafogo-rj,goiás,1,1,0,0,9,3,2,0,6,5,1,2,0,5,1
8446,botafogo-rj,2019,5,goiás,goiás,-1,1,0,0,9,3,2,0,5,5,0,0,1,-1,-1
8447,corinthians,2019,5,athlético-pr,corinthians,-1,0,2,0,8,2,1,2,6,4,2,1,0,1,1
8448,flamengo,2019,5,atlético-mg,atlético-mg,-1,2,1,0,7,2,2,1,8,7,1,0,1,5,-5
8449,athlético-pr,2019,5,corinthians,corinthians,1,0,2,0,7,2,2,1,7,6,1,0,1,-1,-1
8450,bahia,2019,5,são paulo,-,-1,0,0,0,7,2,2,1,6,6,0,0,0,-2,0
8451,ceará,2019,5,grêmio,ceará,1,2,1,0,6,2,3,0,8,6,2,1,0,3,-4
8452,fluminense,2019,5,cruzeiro,fluminense,1,4,1,0,6,2,3,0,10,9,1,1,0,1,-5
8453,fortaleza,2019,5,chapecoense,fortaleza,-1,1,3,0,6,2,3,0,5,8,-3,1,0,1,-5
8454,cruzeiro,2019,5,fluminense,fluminense,-1,4,1,0,6,2,3,0,6,11,-5,0,2,5,-3
8455,chapecoense,2019,5,fortaleza,fortaleza,1,1,3,0,4,1,3,1,5,7,-2,0,2,3,-4
8456,avaí,2019,5,vasco,-,-1,1,1,0,3,0,2,3,3,5,-2,0,0,1,-1
8457,csa,2019,5,internacional,internacional,-1,2,0,0,3,0,2,3,1,7,-6,0,1,-3,-1
8458,grêmio,2019,5,ceará,ceará,-1,2,1,0,2,0,3,2,7,10,-3,0,1,1,-3
8459,vasco,2019,5,avaí,-,1,1,1,0,2,0,3,2,4,11,-7,0,0,1,-5
8460,palmeiras,2019,6,botafogo-rj,palmeiras,-1,0,1,0,16,5,0,1,13,1,12,4,0,6,1
8461,atlético-mg,2019,6,grêmio,grêmio,-1,1,0,0,12,4,2,0,8,7,1,0,1,-1,-6
8462,são paulo,2019,6,corinthians,corinthians,-1,1,0,0,11,3,1,2,6,3,3,0,1,-2,-1
8463,corinthians,2019,6,são paulo,corinthians,1,1,0,0,11,3,1,2,7,4,3,2,0,2,1
8464,santos,2019,6,internacional,-,1,0,0,0,11,3,1,2,7,6,1,0,0,-2,1
8465,internacional,2019,6,santos,-,-1,0,0,0,10,3,2,1,7,5,2,0,0,-1,1
8466,flamengo,2019,6,athlético-pr,flamengo,1,3,2,0,10,3,2,1,11,9,2,1,0,6,-6
8467,bahia,2019,6,fluminense,bahia,1,3,2,0,10,3,2,1,9,8,1,1,0,1,-1
8468,ceará,2019,6,avaí,ceará,-1,1,2,0,9,3,3,0,10,7,3,2,0,4,-5
8469,goiás,2019,6,csa,csa,-1,1,0,0,9,3,3,0,6,6,0,0,1,-1,-1
8470,botafogo-rj,2019,6,palmeiras,palmeiras,1,0,1,0,9,3,3,0,5,6,-1,0,2,-2,-2
8471,athlético-pr,2019,6,flamengo,flamengo,-1,3,2,0,7,2,3,1,9,9,0,0,2,1,-2
8472,chapecoense,2019,6,cruzeiro,chapecoense,-1,1,2,0,7,2,3,1,7,8,-1,1,0,4,-5
8473,fortaleza,2019,6,vasco,-,1,1,1,0,7,2,3,1,6,9,-3,0,0,2,-6
8474,fluminense,2019,6,bahia,bahia,-1,3,2,0,6,2,4,0,12,12,0,0,1,2,-6
8475,cruzeiro,2019,6,chapecoense,chapecoense,1,1,2,0,6,2,4,0,7,13,-6,0,3,6,-4
8476,csa,2019,6,goiás,csa,1,1,0,0,6,1,2,3,2,7,-5,1,0,1,1
8477,grêmio,2019,6,atlético-mg,grêmio,1,1,0,0,5,1,3,2,8,10,-2,1,0,2,1
8478,avaí,2019,6,ceará,ceará,1,1,2,0,3,0,3,3,4,7,-3,0,1,2,-2
8479,vasco,2019,6,fortaleza,-,-1,1,1,0,3,0,3,3,5,12,-7,0,0,2,-6
8480,palmeiras,2019,7,chapecoense,palmeiras,-1,1,2,0,19,6,0,1,15,2,13,5,0,7,-1
8481,atlético-mg,2019,7,csa,atlético-mg,1,4,0,0,15,5,2,0,12,7,5,1,0,1,1
8482,corinthians,2019,7,goiás,corinthians,1,2,0,0,14,4,1,2,9,4,5,3,0,3,1
8483,santos,2019,7,ceará,santos,-1,0,1,0,14,4,1,2,8,6,2,1,0,1,1
8484,flamengo,2019,7,fortaleza,flamengo,1,2,0,0,13,4,2,1,13,9,4,2,0,7,1
8485,internacional,2019,7,avaí,internacional,1,2,0,0,13,4,2,1,9,5,4,1,0,1,1
8486,bahia,2019,7,grêmio,bahia,1,1,0,0,13,4,2,1,10,8,2,2,0,2,1
8487,botafogo-rj,2019,7,vasco,botafogo-rj,1,1,0,0,12,4,3,0,6,6,0,1,0,1,1
8488,são paulo,2019,7,cruzeiro,-,1,1,1,0,12,3,1,3,7,4,3,0,0,1,-2
8489,athlético-pr,2019,7,fluminense,athlético-pr,1,3,0,0,10,3,3,1,12,9,3,1,0,2,1
8490,ceará,2019,7,santos,santos,1,0,1,0,9,3,4,0,10,8,2,0,1,-1,-6
8491,goiás,2019,7,corinthians,corinthians,-1,2,0,0,9,3,4,0,6,8,-2,0,2,-2,-2
8492,chapecoense,2019,7,palmeiras,palmeiras,1,1,2,0,7,2,4,1,8,10,-2,0,1,5,-6
8493,fortaleza,2019,7,flamengo,flamengo,-1,2,0,0,7,2,4,1,6,11,-5,0,1,-1,-7
8494,cruzeiro,2019,7,são paulo,-,-1,1,1,0,7,2,4,1,8,14,-6,0,0,7,-5
8495,fluminense,2019,7,athlético-pr,athlético-pr,-1,3,0,0,6,2,5,0,12,15,-3,0,2,-1,-7
8496,csa,2019,7,atlético-mg,atlético-mg,-1,4,0,0,6,1,3,3,2,11,-9,0,1,-1,-1
8497,grêmio,2019,7,bahia,bahia,-1,1,0,0,5,1,4,2,8,11,-3,0,1,-1,-1
8498,avaí,2019,7,internacional,internacional,-1,2,0,0,3,0,4,3,4,9,-5,0,2,-1,-3
8499,vasco,2019,7,botafogo-rj,botafogo-rj,-1,1,0,0,3,0,4,3,5,13,-8,0,1,-1,-7
8500,palmeiras,2019,8,athlético-pr,palmeiras,1,1,0,0,22,7,0,1,16,2,14,6,0,8,1
8501,santos,2019,8,atlético-mg,santos,1,3,1,0,17,5,1,2,11,7,4,2,0,2,-1
8502,atlético-mg,2019,8,santos,santos,-1,3,1,0,15,5,3,0,13,10,3,0,1,2,-1
8503,botafogo-rj,2019,8,csa,botafogo-rj,-1,1,2,0,15,5,3,0,8,7,1,2,0,2,-1
8504,corinthians,2019,8,cruzeiro,-,-1,0,0,0,15,4,1,3,9,4,5,0,0,-1,1
8505,flamengo,2019,8,fluminense,-,-1,0,0,0,14,4,2,2,13,9,4,0,0,-1,1
8506,bahia,2019,8,ceará,-,-1,0,0,0,14,4,2,2,10,8,2,0,0,-1,1
8507,internacional,2019,8,vasco,vasco,-1,2,1,0,13,4,3,1,10,7,3,0,1,2,-1
8508,são paulo,2019,8,avaí,-,-1,0,0,0,13,3,1,4,7,4,3,0,0,-1,-1
8509,goiás,2019,8,chapecoense,goiás,1,3,1,0,12,4,4,0,9,9,0,1,0,1,-3
8510,athlético-pr,2019,8,palmeiras,palmeiras,-1,1,0,0,10,3,4,1,12,10,2,0,1,-1,-1
8511,ceará,2019,8,bahia,-,1,0,0,0,10,3,4,1,10,8,2,0,0,-2,1
8512,grêmio,2019,8,fortaleza,grêmio,1,1,0,0,8,2,4,2,9,11,-2,1,0,1,1
8513,cruzeiro,2019,8,corinthians,-,1,0,0,0,8,2,4,2,8,14,-6,0,0,-1,1
8514,fluminense,2019,8,flamengo,-,1,0,0,0,7,2,5,1,12,15,-3,0,0,-2,1
8515,chapecoense,2019,8,goiás,goiás,-1,3,1,0,7,2,5,1,9,13,-4,0,2,6,-7
8516,fortaleza,2019,8,grêmio,grêmio,-1,1,0,0,7,2,5,1,6,12,-6,0,2,-2,-8
8517,vasco,2019,8,internacional,vasco,1,2,1,0,6,1,4,3,7,14,-7,1,0,1,-8
8518,csa,2019,8,botafogo-rj,botafogo-rj,1,1,2,0,6,1,4,3,3,13,-10,0,2,1,-2
8519,avaí,2019,8,são paulo,-,1,0,0,0,4,0,4,4,4,9,-5,0,0,-2,1
8520,palmeiras,2019,9,avaí,palmeiras,1,2,0,0,25,8,0,1,18,2,16,7,0,9,1
8521,santos,2019,9,corinthians,santos,1,1,0,0,20,6,1,2,12,7,5,3,0,3,1
8522,flamengo,2019,9,csa,flamengo,-1,0,2,0,17,5,2,2,15,9,6,1,0,1,1
8523,internacional,2019,9,bahia,internacional,1,3,1,0,16,5,3,1,13,8,5,1,0,3,-2
8524,atlético-mg,2019,9,são paulo,-,1,1,1,0,16,5,3,1,14,11,3,0,0,3,-2
8525,goiás,2019,9,athlético-pr,goiás,1,2,1,0,15,5,4,0,11,10,1,2,0,2,-4
8526,botafogo-rj,2019,9,grêmio,grêmio,1,0,1,0,15,5,4,0,8,8,0,0,1,-1,-2
8527,corinthians,2019,9,santos,santos,-1,1,0,0,15,4,2,3,9,5,4,0,1,-2,-1
8528,bahia,2019,9,internacional,internacional,-1,3,1,0,14,4,3,2,11,11,0,0,1,1,-1
8529,são paulo,2019,9,atlético-mg,-,-1,1,1,0,14,3,1,5,8,5,3,0,0,1,-2
8530,grêmio,2019,9,botafogo-rj,grêmio,-1,0,1,0,11,3,4,2,10,11,-1,2,0,2,1
8531,athlético-pr,2019,9,goiás,goiás,-1,2,1,0,10,3,5,1,13,12,1,0,2,1,-2
8532,ceará,2019,9,vasco,vasco,-1,1,0,0,10,3,5,1,10,9,1,0,1,-3,-1
8533,fortaleza,2019,9,cruzeiro,fortaleza,1,2,1,0,10,3,5,1,8,13,-5,1,0,1,-9
8534,vasco,2019,9,ceará,vasco,1,1,0,0,9,2,4,3,8,14,-6,2,0,2,1
8535,fluminense,2019,9,chapecoense,-,-1,1,1,0,8,2,5,2,13,16,-3,0,0,1,-1
8536,chapecoense,2019,9,fluminense,-,1,1,1,0,8,2,5,2,10,14,-4,0,0,7,-8
8537,cruzeiro,2019,9,fortaleza,fortaleza,-1,2,1,0,8,2,5,2,9,16,-7,0,1,1,-1
8538,csa,2019,9,flamengo,flamengo,1,0,2,0,6,1,5,3,3,15,-12,0,3,-1,-3
8539,avaí,2019,9,palmeiras,palmeiras,-1,2,0,0,4,0,5,4,4,11,-7,0,1,-3,-1
8540,palmeiras,2019,10,são paulo,-,-1,1,1,0,26,8,0,2,19,3,16,0,0,10,-1
8541,santos,2019,10,bahia,santos,-1,0,1,0,23,7,1,2,13,7,6,4,0,4,1
8542,flamengo,2019,10,goiás,flamengo,1,6,1,0,20,6,2,2,21,10,11,2,0,2,-1
8543,atlético-mg,2019,10,chapecoense,atlético-mg,-1,1,2,0,19,6,3,1,16,12,4,1,0,4,-3
8544,corinthians,2019,10,csa,corinthians,1,1,0,0,18,5,2,3,10,5,5,1,0,1,1
8545,internacional,2019,10,athlético-pr,athlético-pr,-1,1,0,0,16,5,4,1,13,9,4,0,1,-1,-3
8546,botafogo-rj,2019,10,cruzeiro,-,-1,0,0,0,16,5,4,1,8,8,0,0,0,-2,-1
8547,goiás,2019,10,flamengo,flamengo,-1,6,1,0,15,5,5,0,12,16,-4,0,1,3,-5
8548,são paulo,2019,10,palmeiras,-,1,1,1,0,15,3,1,6,9,6,3,0,0,2,-3
8549,grêmio,2019,10,vasco,grêmio,1,2,1,0,14,4,4,2,12,12,0,3,0,3,-1
8550,bahia,2019,10,santos,santos,1,0,1,0,14,4,4,2,11,12,-1,0,2,-1,-2
8551,athlético-pr,2019,10,internacional,athlético-pr,1,1,0,0,13,4,5,1,14,12,2,1,0,2,1
8552,fortaleza,2019,10,avaí,fortaleza,1,2,0,0,13,4,5,1,10,13,-3,2,0,2,1
8553,ceará,2019,10,fluminense,-,-1,1,1,0,11,3,5,2,11,10,1,0,0,1,-2
8554,fluminense,2019,10,ceará,-,1,1,1,0,9,2,5,3,14,17,-3,0,0,2,-2
8555,vasco,2019,10,grêmio,grêmio,-1,2,1,0,9,2,5,3,9,16,-7,0,1,3,-1
8556,cruzeiro,2019,10,botafogo-rj,-,1,0,0,0,9,2,5,3,9,16,-7,0,0,-1,1
8557,chapecoense,2019,10,atlético-mg,atlético-mg,1,1,2,0,8,2,6,2,11,16,-5,0,1,8,-9
8558,csa,2019,10,corinthians,corinthians,-1,1,0,0,6,1,6,3,3,16,-13,0,4,-2,-4
8559,avaí,2019,10,fortaleza,fortaleza,-1,2,0,0,4,0,6,4,4,13,-9,0,2,-4,-2
8560,palmeiras,2019,11,ceará,ceará,-1,2,0,0,26,8,1,2,19,5,14,0,1,-1,-2
8561,santos,2019,11,botafogo-rj,santos,-1,0,1,0,26,8,1,2,14,7,7,5,0,5,1
8562,flamengo,2019,11,corinthians,-,-1,1,1,0,21,6,2,3,22,11,11,0,0,3,-2
8563,atlético-mg,2019,11,fortaleza,-,1,2,2,0,20,6,3,2,18,14,4,0,0,5,-4
8564,corinthians,2019,11,flamengo,-,1,1,1,0,19,5,2,4,11,6,5,0,0,2,-1
8565,são paulo,2019,11,chapecoense,são paulo,1,4,0,0,18,4,1,6,13,6,7,1,0,3,1
8566,internacional,2019,11,grêmio,-,1,1,1,0,17,5,4,2,14,10,4,0,0,1,-4
8567,athlético-pr,2019,11,csa,athlético-pr,-1,0,4,0,16,5,5,1,18,12,6,2,0,3,1
8568,botafogo-rj,2019,11,santos,santos,1,0,1,0,16,5,5,1,8,9,-1,0,1,-3,-2
8569,goiás,2019,11,avaí,-,-1,0,0,0,16,5,5,1,12,16,-4,0,0,-1,-4
8570,grêmio,2019,11,internacional,-,-1,1,1,0,15,4,4,3,13,13,0,0,0,4,-2
