Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
cruzeiro,2018,5,sport,cruzeiro,1,2,0,0,7,2,2,1,3,2,1,2,0,2,1
fluminense,2018,5,botafogo-rj,botafogo-rj,-1,2,1,0,7,2,2,1,6,6,0,0,1,5,-3
américa-mg,2018,5,ceará,-,-1,2,2,0,7,2,2,1,8,9,-1,0,0,3,-4
santos,2018,5,paraná,santos,1,3,1,0,7,2,2,1,7,8,-1,1,0,3,-4
sport,2018,5,cruzeiro,cruzeiro,-1,2,0,0,7,2,2,1,5,7,-2,0,1,-1,-1
são paulo,2018,5,bahia,-,-1,2,2,0,7,1,0,4,6,5,1,0,0,3,-3
chapecoense,2018,5,flamengo,chapecoense,1,3,2,0,6,1,1,3,6,9,-3,1,0,2,-3
athlético-pr,2018,5,atlético-mg,atlético-mg,1,1,2,0,5,1,2,2,7,6,1,0,2,2,-2
internacional,2018,5,grêmio,-,-1,0,0,0,5,1,2,2,2,3,-1,0,0,-4,0
bahia,2018,5,são paulo,-,1,2,2,0,5,1,2,2,3,6,-3,0,0,1,-2
vitória,2018,5,vasco,vitória,-1,2,3,0,4,1,3,1,8,10,-2,1,0,5,-5
ceará,2018,5,américa-mg,-,1,2,2,0,3,0,2,3,3,8,-5,0,0,2,-3
paraná,2018,5,santos,santos,-1,3,1,0,1,0,4,1,3,11,-8,0,1,3,-5
atlético-mg,2018,6,cruzeiro,atlético-mg,1,1,0,0,13,4,1,1,9,6,3,2,0,6,1
flamengo,2018,6,vasco,-,1,1,1,0,11,3,1,2,12,6,6,0,0,6,-2
corinthians,2018,6,sport,-,-1,1,1,0,11,3,1,2,9,4,5,0,0,3,-1
palmeiras,2018,6,bahia,palmeiras,1,3,0,0,11,3,1,2,8,3,5,1,0,1,1
fluminense,2018,6,athlético-pr,fluminense,1,2,0,0,10,3,2,1,8,6,2,1,0,6,1
américa-mg,2018,6,botafogo-rj,américa-mg,1,1,0,0,10,3,2,1,9,9,0,1,0,4,1
são paulo,2018,6,santos,são paulo,1,1,0,0,10,2,0,4,7,5,2,1,0,4,1
grêmio,2018,6,paraná,-,-1,0,0,0,9,2,1,3,7,3,4,0,0,-2,1
vasco,2018,6,flamengo,-,-1,1,1,0,9,2,1,3,11,8,3,0,0,6,-6
internacional,2018,6,chapecoense,internacional,1,3,0,0,8,2,2,2,5,3,2,1,0,1,1
botafogo-rj,2018,6,américa-mg,américa-mg,-1,1,0,0,8,2,2,2,6,6,0,0,1,-1,-6
sport,2018,6,corinthians,-,1,1,1,0,8,2,2,2,6,8,-2,0,0,1,-2
cruzeiro,2018,6,atlético-mg,atlético-mg,-1,1,0,0,7,2,3,1,3,3,0,0,1,-1,-1
vitória,2018,6,ceará,vitória,1,2,1,0,7,2,3,1,10,11,-1,2,0,6,-6
santos,2018,6,são paulo,são paulo,-1,1,0,0,7,2,3,1,7,9,-2,0,1,-1,-5
chapecoense,2018,6,internacional,internacional,-1,3,0,0,6,1,2,3,6,12,-6,0,1,-1,-4
athlético-pr,2018,6,fluminense,fluminense,-1,2,0,0,5,1,3,2,7,8,-1,0,3,-1,-3
bahia,2018,6,palmeiras,palmeiras,-1,3,0,0,5,1,3,2,3,9,-6,0,1,-1,-3
ceará,2018,6,vitória,vitória,-1,2,1,0,3,0,3,3,4,10,-6,0,1,3,-4
paraná,2018,6,grêmio,-,1,0,0,0,2,0,4,2,3,11,-8,0,0,-1,1
flamengo,2018,7,atlético-mg,flamengo,-1,0,1,0,14,4,1,2,13,6,7,1,0,7,-1
fluminense,2018,7,chapecoense,fluminense,1,3,1,0,13,4,2,1,11,7,4,2,0,7,-1
atlético-mg,2018,7,flamengo,flamengo,1,0,1,0,13,4,2,1,9,7,2,0,1,-1,-1
são paulo,2018,7,américa-mg,são paulo,-1,1,3,0,13,3,0,4,10,6,4,2,0,5,-1
grêmio,2018,7,ceará,grêmio,-1,0,1,0,12,3,1,3,8,3,5,1,0,1,1
corinthians,2018,7,internacional,internacional,-1,2,1,0,11,3,2,2,10,6,4,0,1,4,-2
palmeiras,2018,7,sport,sport,1,2,3,0,11,3,2,2,10,6,4,0,1,2,-1
internacional,2018,7,corinthians,internacional,1,2,1,0,11,3,2,2,7,4,3,2,0,2,-1
sport,2018,7,palmeiras,sport,-1,2,3,0,11,3,2,2,9,10,-1,1,0,2,-3
cruzeiro,2018,7,santos,cruzeiro,-1,0,1,0,10,3,3,1,4,3,1,1,0,1,0
américa-mg,2018,7,são paulo,são paulo,1,1,3,0,10,3,3,1,10,12,-2,0,1,5,-1
vasco,2018,7,bahia,bahia,-1,3,0,0,9,2,2,3,11,11,0,0,1,-1,-7
botafogo-rj,2018,7,vitória,-,1,1,1,0,9,2,2,3,7,7,0,0,0,1,-7
vitória,2018,7,botafogo-rj,-,-1,1,1,0,8,2,3,2,11,12,-1,0,0,7,-7
bahia,2018,7,vasco,bahia,1,3,0,0,8,2,3,2,6,9,-3,1,0,1,1
santos,2018,7,cruzeiro,cruzeiro,1,0,1,0,7,2,4,1,7,10,-3,0,2,-2,-6
athlético-pr,2018,7,paraná,-,-1,0,0,0,6,1,3,3,7,8,-1,0,0,-2,-2
chapecoense,2018,7,fluminense,fluminense,-1,3,1,0,6,1,3,3,7,15,-8,0,2,1,-5
ceará,2018,7,grêmio,grêmio,1,0,1,0,3,0,4,3,4,11,-7,0,2,-1,-5
paraná,2018,7,athlético-pr,-,1,0,0,0,3,0,4,3,3,11,-8,0,0,-2,1
flamengo,2018,8,bahia,flamengo,1,2,0,0,17,5,1,2,15,6,9,2,0,8,1
são paulo,2018,8,botafogo-rj,são paulo,1,3,2,0,16,4,0,4,13,8,5,3,0,6,-2
corinthians,2018,8,américa-mg,corinthians,1,1,0,0,14,4,2,2,11,6,5,1,0,5,1
fluminense,2018,8,grêmio,-,-1,0,0,0,14,4,2,2,11,7,4,0,0,-1,0
internacional,2018,8,vitória,internacional,-1,2,3,0,14,4,2,2,10,6,4,3,0,3,-2
sport,2018,8,atlético-mg,sport,1,3,2,0,14,4,2,2,12,12,0,2,0,3,-4
cruzeiro,2018,8,palmeiras,cruzeiro,1,1,0,0,13,4,3,1,5,3,2,2,0,2,1
atlético-mg,2018,8,sport,sport,-1,3,2,0,13,4,3,1,11,10,1,0,2,1,-2
grêmio,2018,8,fluminense,-,1,0,0,0,13,3,1,4,8,3,5,0,0,-1,1
vasco,2018,8,paraná,vasco,1,1,0,0,12,3,2,3,12,11,1,1,0,1,1
palmeiras,2018,8,cruzeiro,cruzeiro,-1,1,0,0,11,3,3,2,10,7,3,0,2,-1,-2
américa-mg,2018,8,corinthians,corinthians,-1,1,0,0,10,3,4,1,10,13,-3,0,2,-1,-2
athlético-pr,2018,8,santos,athlético-pr,1,2,0,0,9,2,3,3,9,8,1,1,0,1,1
botafogo-rj,2018,8,são paulo,são paulo,-1,3,2,0,9,2,3,3,9,10,-1,0,1,2,-8
chapecoense,2018,8,ceará,chapecoense,1,2,0,0,9,2,3,3,9,15,-6,1,0,2,1
vitória,2018,8,internacional,internacional,1,2,3,0,8,2,4,2,13,15,-2,0,1,8,-8
bahia,2018,8,flamengo,flamengo,-1,2,0,0,8,2,4,2,6,11,-5,0,1,-1,-1
santos,2018,8,athlético-pr,athlético-pr,-1,2,0,0,7,2,5,1,7,12,-5,0,3,-3,-7
ceará,2018,8,chapecoense,chapecoense,-1,2,0,0,3,0,5,3,4,13,-9,0,3,-2,-6
paraná,2018,8,vasco,vasco,-1,1,0,0,3,0,5,3,3,12,-9,0,1,-3,-1
flamengo,2018,9,corinthians,flamengo,1,1,0,0,20,6,1,2,16,6,10,3,0,9,1
cruzeiro,2018,9,ceará,cruzeiro,-1,0,1,0,16,5,3,1,6,3,3,3,0,3,1
grêmio,2018,9,bahia,grêmio,-1,0,2,0,16,4,1,4,10,3,7,1,0,1,1
são paulo,2018,9,palmeiras,palmeiras,-1,3,1,0,16,4,1,4,14,11,3,0,1,7,-3
internacional,2018,9,sport,-,1,0,0,0,15,4,2,3,10,6,4,0,0,-1,1
sport,2018,9,internacional,-,-1,0,0,0,15,4,2,3,12,12,0,0,0,-1,-3
palmeiras,2018,9,são paulo,palmeiras,1,3,1,0,14,4,3,2,13,8,5,1,0,1,-3
corinthians,2018,9,flamengo,flamengo,-1,1,0,0,14,4,3,2,11,7,4,0,1,-1,-1
fluminense,2018,9,paraná,paraná,-1,2,1,0,14,4,3,2,12,9,3,0,1,1,-1
atlético-mg,2018,9,chapecoense,-,1,3,3,0,14,4,3,2,14,13,1,0,0,2,-3
américa-mg,2018,9,athlético-pr,américa-mg,1,3,1,0,13,4,4,1,13,14,-1,1,0,1,-3
botafogo-rj,2018,9,vasco,botafogo-rj,-1,1,2,0,12,3,3,3,11,11,0,1,0,3,-9
vasco,2018,9,botafogo-rj,botafogo-rj,1,1,2,0,12,3,3,3,13,13,0,0,1,2,-1
santos,2018,9,vitória,santos,1,5,2,0,10,3,5,1,12,14,-2,1,0,1,-8
chapecoense,2018,9,atlético-mg,-,-1,3,3,0,10,2,3,4,12,18,-6,0,0,3,-1
athlético-pr,2018,9,américa-mg,américa-mg,-1,3,1,0,9,2,4,3,10,11,-1,0,1,2,-1
vitória,2018,9,santos,santos,-1,5,2,0,8,2,5,2,15,20,-5,0,2,9,-9
bahia,2018,9,grêmio,grêmio,1,0,2,0,8,2,5,2,6,13,-7,0,2,-2,-2
paraná,2018,9,fluminense,paraná,1,2,1,0,6,1,5,3,5,13,-8,1,0,1,-2
ceará,2018,9,cruzeiro,cruzeiro,1,0,1,0,3,0,6,3,4,14,-10,0,4,-3,-7
flamengo,2018,10,fluminense,flamengo,-1,0,2,0,23,7,1,2,18,6,12,4,0,10,1
sport,2018,10,athlético-pr,sport,1,1,0,0,18,5,2,3,13,12,1,1,0,1,1
palmeiras,2018,10,grêmio,palmeiras,-1,0,2,0,17,5,3,2,15,8,7,2,0,2,-2
atlético-mg,2018,10,américa-mg,atlético-mg,-1,1,3,0,17,5,3,2,17,14,3,1,0,3,-4
cruzeiro,2018,10,vasco,-,1,1,1,0,17,5,3,2,7,4,3,0,0,4,-1
são paulo,2018,10,internacional,-,1,0,0,0,17,4,1,5,14,11,3,0,0,-1,1
grêmio,2018,10,palmeiras,palmeiras,1,0,2,0,16,4,2,4,10,5,5,0,1,-1,-1
internacional,2018,10,são paulo,-,-1,0,0,0,16,4,2,4,10,6,4,0,0,-2,1
corinthians,2018,10,santos,-,1,1,1,0,15,4,3,3,12,8,4,0,0,1,-2
fluminense,2018,10,flamengo,flamengo,1,0,2,0,14,4,4,2,12,11,1,0,2,-1,-2
américa-mg,2018,10,atlético-mg,atlético-mg,1,1,3,0,13,4,5,1,14,17,-3,0,1,2,-4
vasco,2018,10,cruzeiro,-,-1,1,1,0,13,3,3,4,14,14,0,0,0,3,-2
botafogo-rj,2018,10,ceará,-,1,0,0,0,13,3,3,4,11,11,0,0,0,-1,1
santos,2018,10,corinthians,-,-1,1,1,0,11,3,5,2,13,15,-2,0,0,2,-9
vitória,2018,10,chapecoense,vitória,1,1,0,0,11,3,5,2,16,20,-4,1,0,10,1
chapecoense,2018,10,vitória,vitória,-1,1,0,0,10,2,4,4,12,19,-7,0,1,-1,-2
athlético-pr,2018,10,sport,sport,-1,1,0,0,9,2,5,3,10,12,-2,0,2,-1,-2
paraná,2018,10,bahia,paraná,1,1,0,0,9,2,5,3,6,13,-7,2,0,2,1
bahia,2018,10,paraná,paraná,-1,1,0,0,8,2,6,2,6,14,-8,0,3,-3,-3
ceará,2018,10,botafogo-rj,-,-1,0,0,0,4,0,6,4,4,14,-10,0,0,-4,-6
flamengo,2018,11,paraná,flamengo,1,2,0,0,26,8,1,2,20,6,14,5,0,11,1
atlético-mg,2018,11,fluminense,atlético-mg,1,5,2,0,20,6,3,2,22,16,6,2,0,4,-5
são paulo,2018,11,athlético-pr,são paulo,-1,0,1,0,20,5,1,5,15,11,4,1,0,1,1
grêmio,2018,11,américa-mg,grêmio,1,1,0,0,19,5,2,4,11,5,6,1,0,1,1
internacional,2018,11,santos,internacional,-1,1,2,0,19,5,2,4,12,7,5,1,0,1,-1
palmeiras,2018,11,ceará,-,-1,2,2,0,18,5,3,3,17,10,7,0,0,3,-3
sport,2018,11,vasco,vasco,-1,3,2,0,18,5,3,3,15,15,0,0,1,2,-1
cruzeiro,2018,11,chapecoense,chapecoense,-1,2,0,0,17,5,4,2,7,6,1,0,1,-1,-2
corinthians,2018,11,vitória,-,1,0,0,0,16,4,3,4,12,8,4,0,0,-1,1
vasco,2018,11,sport,vasco,1,3,2,0,16,4,3,4,17,16,1,1,0,4,-3
fluminense,2018,11,atlético-mg,atlético-mg,-1,5,2,0,14,4,5,2,14,16,-2,0,3,1,-3
botafogo-rj,2018,11,bahia,-,-1,3,3,0,14,3,3,5,14,14,0,0,0,1,-1
américa-mg,2018,11,grêmio,grêmio,-1,1,0,0,13,4,6,1,14,18,-4,0,2,-1,-5
chapecoense,2018,11,cruzeiro,chapecoense,1,2,0,0,13,3,4,4,14,19,-5,1,0,1,1
vitória,2018,11,corinthians,-,-1,0,0,0,12,3,5,3,16,20,-4,0,0,-1,1
santos,2018,11,internacional,internacional,1,1,2,0,11,3,6,2,14,17,-3,0,1,3,-10
athlético-pr,2018,11,são paulo,são paulo,1,0,1,0,9,2,6,3,10,13,-3,0,3,-2,-3
bahia,2018,11,botafogo-rj,-,1,3,3,0,9,2,6,3,9,17,-8,0,0,1,-4
paraná,2018,11,flamengo,flamengo,-1,2,0,0,9,2,6,3,6,15,-9,0,1,-1,-1
ceará,2018,11,palmeiras,-,1,2,2,0,5,0,6,5,6,16,-10,0,0,1,-7
flamengo,2018,12,palmeiras,-,-1,1,1,0,27,8,1,3,21,7,14,0,0,12,-1
atlético-mg,2018,12,ceará,atlético-mg,1,2,1,0,23,7,3,2,24,17,7,3,0,5,-6
são paulo,2018,12,vitória,são paulo,1,3,0,0,23,6,1,5,18,11,7,2,0,2,1
internacional,2018,12,vasco,internacional,1,3,1,0,22,6,2,4,15,8,7,2,0,2,-2
grêmio,2018,12,sport,-,-1,0,0,0,20,5,2,5,11,5,6,0,0,-1,1
palmeiras,2018,12,flamengo,-,1,1,1,0,19,5,3,4,18,11,7,0,0,4,-4
sport,2018,12,grêmio,-,1,0,0,0,19,5,3,4,15,15,0,0,0,-1,1
cruzeiro,2018,12,paraná,-,-1,1,1,0,18,5,4,3,8,7,1,0,0,1,-3
botafogo-rj,2018,12,athlético-pr,botafogo-rj,1,2,0,0,17,4,3,5,16,14,2,1,0,2,1
corinthians,2018,12,bahia,bahia,-1,1,0,0,16,4,4,4,12,9,3,0,1,-2,-1
vasco,2018,12,internacional,internacional,-1,3,1,0,16,4,4,4,18,19,-1,0,1,5,-4
santos,2018,12,fluminense,santos,-1,0,1,0,14,4,6,2,15,17,-2,1,0,4,-9
fluminense,2018,12,santos,santos,1,0,1,0,14,4,6,2,14,17,-3,0,4,-1,-4
américa-mg,2018,12,chapecoense,-,1,0,0,0,14,4,6,2,14,18,-4,0,0,-2,1
chapecoense,2018,12,américa-mg,-,-1,0,0,0,14,3,4,5,14,19,-5,0,0,-1,1
vitória,2018,12,são paulo,são paulo,-1,3,0,0,12,3,6,3,16,23,-7,0,1,-2,-1
bahia,2018,12,corinthians,bahia,1,1,0,0,12,3,6,3,10,17,-7,1,0,2,1
paraná,2018,12,cruzeiro,-,1,1,1,0,10,2,6,4,7,16,-9,0,0,1,-2
athlético-pr,2018,12,botafogo-rj,botafogo-rj,-1,2,0,0,9,2,7,3,10,15,-5,0,4,-3,-4
ceará,2018,12,atlético-mg,atlético-mg,-1,2,1,0,5,0,7,5,7,18,-11,0,1,2,-8
flamengo,2018,13,são paulo,são paulo,1,0,1,0,27,8,2,3,21,8,13,0,1,-1,-2
são paulo,2018,13,flamengo,são paulo,-1,0,1,0,26,7,1,5,19,11,8,3,0,3,1
atlético-mg,2018,13,grêmio,grêmio,-1,2,0,0,23,7,4,2,24,19,5,0,1,-1,-7
grêmio,2018,13,atlético-mg,grêmio,1,2,0,0,23,6,2,5,13,5,8,1,0,1,1
internacional,2018,13,athlético-pr,-,-1,2,2,0,23,6,2,5,17,10,7,0,0,3,-3
cruzeiro,2018,13,américa-mg,cruzeiro,1,3,1,0,21,6,4,3,11,8,3,1,0,2,-4
palmeiras,2018,13,santos,-,-1,1,1,0,20,5,3,5,19,12,7,0,0,5,-5
corinthians,2018,13,botafogo-rj,corinthians,1,2,0,0,19,5,4,4,14,9,5,1,0,1,1
sport,2018,13,ceará,ceará,-1,1,0,0,19,5,4,4,15,16,-1,0,1,-2,-1
botafogo-rj,2018,13,corinthians,corinthians,-1,2,0,0,17,4,4,5,16,16,0,0,1,-1,-1
vasco,2018,13,fluminense,-,1,1,1,0,17,4,4,5,19,20,-1,0,0,6,-5
santos,2018,13,palmeiras,-,1,1,1,0,15,4,6,3,16,18,-2,0,0,5,-10
fluminense,2018,13,vasco,-,-1,1,1,0,15,4,6,3,15,18,-3,0,0,1,-5
vitória,2018,13,paraná,vitória,1,1,0,0,15,4,6,3,17,23,-6,1,0,1,1
chapecoense,2018,13,bahia,-,1,1,1,0,15,3,4,6,15,20,-5,0,0,1,-1
américa-mg,2018,13,cruzeiro,cruzeiro,-1,3,1,0,14,4,7,2,15,21,-6,0,1,1,-1
bahia,2018,13,chapecoense,-,-1,1,1,0,13,3,6,4,11,18,-7,0,0,3,-1
athlético-pr,2018,13,internacional,-,1,2,2,0,10,2,7,4,12,17,-5,0,0,1,-5
paraná,2018,13,vitória,vitória,-1,1,0,0,10,2,7,4,7,17,-10,0,1,-1,-3
ceará,2018,13,sport,ceará,1,1,0,0,8,1,7,5,8,18,-10,1,0,3,1
flamengo,2018,14,botafogo-rj,flamengo,1,2,0,0,30,9,2,3,23,8,15,1,0,1,1
são paulo,2018,14,corinthians,são paulo,1,3,1,0,29,8,1,5,22,12,10,4,0,4,-1
internacional,2018,14,ceará,internacional,1,1,0,0,26,7,2,5,18,10,8,1,0,4,1
cruzeiro,2018,14,athlético-pr,cruzeiro,1,2,1,0,24,7,4,3,13,9,4,2,0,3,-5
atlético-mg,2018,14,palmeiras,palmeiras,-1,3,2,0,23,7,5,2,26,22,4,0,2,1,-8
palmeiras,2018,14,atlético-mg,palmeiras,1,3,2,0,23,6,3,5,22,14,8,1,0,6,-6
grêmio,2018,14,vasco,vasco,-1,1,0,0,23,6,3,5,13,6,7,0,1,-1,-1
vasco,2018,14,grêmio,vasco,1,1,0,0,20,5,4,5,20,20,0,1,0,7,1
corinthians,2018,14,são paulo,são paulo,-1,3,1,0,19,5,5,4,15,12,3,0,1,2,-1
sport,2018,14,fluminense,fluminense,1,1,2,0,19,5,5,4,16,18,-2,0,2,1,-2
fluminense,2018,14,sport,fluminense,-1,1,2,0,18,5,6,3,17,19,-2,1,0,2,-6
botafogo-rj,2018,14,flamengo,flamengo,-1,2,0,0,17,4,5,5,16,18,-2,0,2,-2,-2
santos,2018,14,chapecoense,-,-1,0,0,0,16,4,6,4,16,18,-2,0,0,-1,-9
bahia,2018,14,vitória,bahia,1,4,1,0,16,4,6,4,15,19,-4,1,0,4,-2
chapecoense,2018,14,santos,-,1,0,0,0,16,3,4,7,15,20,-5,0,0,-1,1
vitória,2018,14,bahia,bahia,-1,4,1,0,15,4,7,3,18,27,-9,0,1,2,-1
américa-mg,2018,14,paraná,paraná,-1,1,0,0,14,4,8,2,15,22,-7,0,2,-1,-2
paraná,2018,14,américa-mg,paraná,1,1,0,0,13,3,7,4,8,17,-9,1,0,1,1
athlético-pr,2018,14,cruzeiro,cruzeiro,-1,2,1,0,10,2,8,4,13,19,-6,0,1,2,-6
ceará,2018,14,internacional,internacional,-1,1,0,0,8,1,8,5,8,19,-11,0,1,-1,-1
flamengo,2018,15,santos,-,-1,1,1,0,31,9,2,4,24,9,15,0,0,2,-1
são paulo,2018,15,grêmio,grêmio,-1,2,1,0,29,8,2,5,23,14,9,0,1,5,-2
atlético-mg,2018,15,paraná,atlético-mg,1,2,0,0,26,8,5,2,28,22,6,1,0,2,1
grêmio,2018,15,são paulo,grêmio,1,2,1,0,26,7,3,5,15,7,8,1,0,1,-2
internacional,2018,15,américa-mg,américa-mg,-1,2,1,0,26,7,3,5,19,12,7,0,1,5,-1
cruzeiro,2018,15,corinthians,corinthians,-1,2,0,0,24,7,5,3,13,11,2,0,1,-1,-6
palmeiras,2018,15,fluminense,fluminense,-1,1,0,0,23,6,4,5,22,15,7,0,1,-1,-7
corinthians,2018,15,cruzeiro,corinthians,1,2,0,0,22,6,5,4,17,12,5,1,0,3,1
fluminense,2018,15,palmeiras,fluminense,1,1,0,0,21,6,6,3,18,19,-1,2,0,3,1
vasco,2018,15,athlético-pr,athlético-pr,-1,1,0,0,20,5,5,5,20,21,-1,0,1,-1,-1
botafogo-rj,2018,15,chapecoense,botafogo-rj,1,1,0,0,20,5,5,5,17,18,-1,1,0,1,1
bahia,2018,15,ceará,bahia,-1,0,2,0,19,5,6,4,17,19,-2,2,0,5,-1
sport,2018,15,vitória,vitória,-1,1,0,0,19,5,6,4,16,19,-3,0,3,-1,-3
vitória,2018,15,sport,vitória,1,1,0,0,18,5,7,3,19,27,-8,1,0,3,1
américa-mg,2018,15,internacional,américa-mg,1,2,1,0,17,5,8,2,17,23,-6,1,0,1,-3
santos,2018,15,flamengo,-,1,1,1,0,17,4,6,5,17,19,-2,0,0,1,-10
chapecoense,2018,15,botafogo-rj,botafogo-rj,-1,1,0,0,16,3,5,7,15,21,-6,0,1,-2,-1
athlético-pr,2018,15,vasco,athlético-pr,1,1,0,0,13,3,8,4,14,19,-5,1,0,3,1
paraná,2018,15,atlético-mg,atlético-mg,-1,2,0,0,13,3,8,4,8,19,-11,0,1,-1,-1
ceará,2018,15,bahia,bahia,1,0,2,0,8,1,9,5,8,21,-13,0,2,-2,-2
flamengo,2018,16,sport,flamengo,1,4,1,0,34,10,2,4,28,10,18,1,0,3,-2
são paulo,2018,16,cruzeiro,são paulo,-1,0,2,0,32,9,2,5,25,14,11,1,0,6,-1
internacional,2018,16,botafogo-rj,internacional,1,3,0,0,29,8,3,5,22,12,10,1,0,6,1
atlético-mg,2018,16,bahia,-,-1,2,2,0,27,8,5,3,30,24,6,0,0,3,-1
grêmio,2018,16,chapecoense,-,-1,1,1,0,27,7,3,6,16,8,8,0,0,2,-3
palmeiras,2018,16,paraná,palmeiras,1,3,0,0,26,7,4,5,25,15,10,1,0,1,1
corinthians,2018,16,vasco,corinthians,-1,1,4,0,25,7,5,4,21,13,8,2,0,4,-1
cruzeiro,2018,16,são paulo,são paulo,1,0,2,0,24,7,6,3,13,13,0,0,2,-2,-7
fluminense,2018,16,ceará,ceará,-1,1,0,0,21,6,7,3,18,20,-2,0,1,-1,-1
américa-mg,2018,16,santos,américa-mg,-1,0,1,0,20,6,8,2,18,23,-5,2,0,2,-2
bahia,2018,16,atlético-mg,-,1,2,2,0,20,5,6,5,19,21,-2,0,0,6,-2
botafogo-rj,2018,16,internacional,internacional,-1,3,0,0,20,5,6,5,17,21,-4,0,1,-1,-1
vasco,2018,16,corinthians,corinthians,1,1,4,0,20,5,6,5,21,25,-4,0,2,1,-2
sport,2018,16,flamengo,flamengo,-1,4,1,0,19,5,7,4,17,23,-6,0,4,1,-4
vitória,2018,16,athlético-pr,athlético-pr,-1,4,0,0,18,5,8,3,19,31,-12,0,1,-1,-1
santos,2018,16,américa-mg,américa-mg,1,0,1,0,17,4,7,5,17,20,-3,0,1,-1,-11
chapecoense,2018,16,grêmio,-,1,1,1,0,17,3,5,8,16,22,-6,0,0,1,-2
athlético-pr,2018,16,vitória,athlético-pr,1,4,0,0,16,4,8,4,18,19,-1,2,0,4,1
paraná,2018,16,palmeiras,palmeiras,-1,3,0,0,13,3,9,4,8,22,-14,0,2,-2,-2
ceará,2018,16,fluminense,ceará,1,1,0,0,11,2,9,5,9,21,-12,1,0,1,1
são paulo,2018,17,vasco,são paulo,1,2,1,0,35,10,2,5,27,15,12,2,0,7,-2
flamengo,2018,17,grêmio,grêmio,-1,2,0,0,34,10,3,4,28,12,16,0,1,-1,-3
internacional,2018,17,atlético-mg,internacional,-1,0,1,0,32,9,3,5,23,12,11,2,0,7,1
grêmio,2018,17,flamengo,grêmio,1,2,0,0,30,8,3,6,18,8,10,1,0,3,1
atlético-mg,2018,17,internacional,internacional,1,0,1,0,27,8,6,3,30,25,5,0,1,-1,-2
palmeiras,2018,17,américa-mg,-,-1,0,0,0,27,7,4,6,25,15,10,0,0,-1,1
corinthians,2018,17,athlético-pr,-,1,0,0,0,26,7,5,5,21,13,8,0,0,-1,1
cruzeiro,2018,17,vitória,-,-1,1,1,0,25,7,6,4,14,14,0,0,0,1,-8
fluminense,2018,17,bahia,-,1,1,1,0,22,6,7,4,19,21,-2,0,0,1,-2
américa-mg,2018,17,palmeiras,-,1,0,0,0,21,6,8,3,18,23,-5,0,0,-1,1
bahia,2018,17,fluminense,-,-1,1,1,0,21,5,6,6,20,22,-2,0,0,7,-3
botafogo-rj,2018,17,santos,-,1,0,0,0,21,5,6,6,17,21,-4,0,0,-2,1
vasco,2018,17,são paulo,são paulo,-1,2,1,0,20,5,7,5,22,27,-5,0,3,2,-3
sport,2018,17,chapecoense,-,1,1,1,0,20,5,7,5,18,24,-6,0,0,2,-5
vitória,2018,17,cruzeiro,-,1,1,1,0,19,5,8,4,20,32,-12,0,0,1,-2
santos,2018,17,botafogo-rj,-,-1,0,0,0,18,4,7,6,17,20,-3,0,0,-2,-10
chapecoense,2018,17,sport,-,-1,1,1,0,18,3,5,9,17,23,-6,0,0,2,-3
athlético-pr,2018,17,corinthians,-,-1,0,0,0,17,4,8,5,18,19,-1,0,0,-1,1
ceará,2018,17,paraná,ceará,-1,0,1,0,14,3,9,5,10,21,-11,2,0,2,1
paraná,2018,17,ceará,ceará,1,0,1,0,13,3,10,4,8,23,-15,0,3,-3,-3
são paulo,2018,18,sport,são paulo,-1,1,3,0,38,11,2,5,30,16,14,3,0,8,-3
flamengo,2018,18,cruzeiro,flamengo,1,1,0,0,37,11,3,4,29,12,17,1,0,1,1
internacional,2018,18,fluminense,internacional,-1,0,3,0,35,10,3,5,26,12,14,3,0,8,1
grêmio,2018,18,vitória,grêmio,1,4,0,0,33,9,3,6,22,8,14,2,0,4,1
atlético-mg,2018,18,santos,atlético-mg,1,3,1,0,30,9,6,3,33,26,7,1,0,1,-3
palmeiras,2018,18,vasco,palmeiras,1,1,0,0,30,8,4,6,26,15,11,1,0,1,1
corinthians,2018,18,chapecoense,chapecoense,-1,2,1,0,26,7,6,5,22,15,7,0,1,1,-1
cruzeiro,2018,18,flamengo,flamengo,-1,1,0,0,25,7,7,4,14,15,-1,0,1,-1,-9
bahia,2018,18,américa-mg,bahia,1,1,0,0,24,6,6,6,21,22,-1,1,0,8,1
fluminense,2018,18,internacional,internacional,1,0,3,0,22,6,8,4,19,24,-5,0,1,-1,-3
botafogo-rj,2018,18,paraná,-,-1,1,1,0,22,5,6,7,18,22,-4,0,0,1,-1
américa-mg,2018,18,bahia,bahia,-1,1,0,0,21,6,9,3,18,24,-6,0,1,-2,-1
chapecoense,2018,18,corinthians,chapecoense,1,2,1,0,21,4,5,9,19,24,-5,1,0,3,-4
vasco,2018,18,palmeiras,palmeiras,-1,1,0,0,20,5,8,5,22,28,-6,0,4,-1,-4
sport,2018,18,são paulo,são paulo,1,1,3,0,20,5,8,5,19,27,-8,0,1,3,-6
