Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
vitória,2018,18,grêmio,grêmio,-1,4,0,0,19,5,9,4,20,36,-16,0,1,-1,-3
athlético-pr,2018,18,ceará,-,-1,0,0,0,18,4,8,6,18,19,-1,0,0,-2,1
santos,2018,18,atlético-mg,atlético-mg,-1,3,1,0,18,4,8,6,18,23,-5,0,1,1,-11
ceará,2018,18,athlético-pr,-,1,0,0,0,15,3,9,6,10,21,-11,0,0,-1,1
paraná,2018,18,botafogo-rj,-,1,1,1,0,14,3,10,5,9,24,-15,0,0,1,-4
são paulo,2018,19,chapecoense,são paulo,1,2,0,0,41,12,2,5,32,16,16,4,0,9,1
internacional,2018,19,paraná,internacional,1,1,0,0,38,11,3,5,27,12,15,4,0,9,1
flamengo,2018,19,athlético-pr,athlético-pr,-1,3,0,0,37,11,4,4,29,15,14,0,1,-1,-1
grêmio,2018,19,corinthians,grêmio,-1,0,1,0,36,10,3,6,23,8,15,3,0,5,1
atlético-mg,2018,19,botafogo-rj,atlético-mg,-1,0,3,0,33,10,6,3,36,26,10,2,0,2,-2
palmeiras,2018,19,vitória,palmeiras,-1,0,3,0,33,9,4,6,29,15,14,2,0,2,1
corinthians,2018,19,grêmio,grêmio,1,0,1,0,26,7,7,5,22,16,6,0,2,-1,-2
cruzeiro,2018,19,bahia,-,1,1,1,0,26,7,7,5,15,16,-1,0,0,1,-10
bahia,2018,19,cruzeiro,-,-1,1,1,0,25,6,6,7,22,23,-1,0,0,9,-1
fluminense,2018,19,américa-mg,-,-1,0,0,0,23,6,8,5,19,24,-5,0,0,-2,-2
américa-mg,2018,19,fluminense,-,1,0,0,0,22,6,9,4,18,24,-6,0,0,-3,1
botafogo-rj,2018,19,atlético-mg,atlético-mg,1,0,3,0,22,5,7,7,18,25,-7,0,1,-1,-2
athlético-pr,2018,19,flamengo,athlético-pr,1,3,0,0,21,5,8,6,21,19,2,1,0,1,1
santos,2018,19,sport,santos,1,3,0,0,21,5,8,6,21,23,-2,1,0,2,1
vasco,2018,19,ceará,-,1,1,1,0,21,5,8,6,23,29,-6,0,0,1,-5
chapecoense,2018,19,são paulo,são paulo,-1,2,0,0,21,4,6,9,19,26,-7,0,1,-1,-5
sport,2018,19,santos,santos,-1,3,0,0,20,5,9,5,19,30,-11,0,2,-1,-7
vitória,2018,19,palmeiras,palmeiras,1,0,3,0,19,5,10,4,20,39,-19,0,2,-2,-4
ceará,2018,19,vasco,-,-1,1,1,0,16,3,9,7,11,22,-11,0,0,1,-1
paraná,2018,19,internacional,internacional,-1,1,0,0,14,3,11,5,9,25,-16,0,1,-1,-5
são paulo,2018,20,paraná,-,-1,1,1,0,42,12,2,6,33,17,16,0,0,10,-1
internacional,2018,20,bahia,internacional,-1,0,1,0,41,12,3,5,28,12,16,5,0,10,1
flamengo,2018,20,vitória,flamengo,1,1,0,0,40,12,4,4,30,15,15,1,0,1,1
grêmio,2018,20,cruzeiro,-,1,1,1,0,37,10,3,7,24,9,15,0,0,6,-1
palmeiras,2018,20,botafogo-rj,palmeiras,1,2,0,0,36,10,4,6,31,15,16,3,0,3,1
atlético-mg,2018,20,vasco,-,1,0,0,0,34,10,6,4,36,26,10,0,0,-1,1
cruzeiro,2018,20,grêmio,-,-1,1,1,0,27,7,7,6,16,17,-1,0,0,2,-11
corinthians,2018,20,fluminense,fluminense,-1,1,0,0,26,7,8,5,22,17,5,0,3,-2,-3
fluminense,2018,20,corinthians,fluminense,1,1,0,0,26,7,8,5,20,24,-4,1,0,1,1
américa-mg,2018,20,sport,américa-mg,-1,0,2,0,25,7,9,4,20,24,-4,1,0,1,1
bahia,2018,20,internacional,internacional,1,0,1,0,25,6,7,7,22,24,-2,0,1,-1,-2
chapecoense,2018,20,athlético-pr,chapecoense,1,2,1,0,24,5,6,9,21,27,-6,1,0,1,-6
santos,2018,20,ceará,-,-1,1,1,0,22,5,8,7,22,24,-2,0,0,3,-1
vasco,2018,20,atlético-mg,-,-1,0,0,0,22,5,8,7,23,29,-6,0,0,-1,-4
botafogo-rj,2018,20,palmeiras,palmeiras,-1,2,0,0,22,5,8,7,18,27,-9,0,2,-2,-3
athlético-pr,2018,20,chapecoense,chapecoense,-1,2,1,0,21,5,9,6,22,21,1,0,1,2,-1
sport,2018,20,américa-mg,américa-mg,1,0,2,0,20,5,10,5,19,32,-13,0,3,-2,-8
vitória,2018,20,flamengo,flamengo,-1,1,0,0,19,5,11,4,20,40,-20,0,3,-3,-5
ceará,2018,20,santos,-,1,1,1,0,17,3,9,8,12,23,-11,0,0,2,-2
paraná,2018,20,são paulo,-,1,1,1,0,15,3,11,6,10,26,-16,0,0,1,-6
são paulo,2018,21,ceará,são paulo,1,1,0,0,45,13,2,6,34,17,17,1,0,11,1
internacional,2018,21,palmeiras,-,1,0,0,0,42,12,3,6,28,12,16,0,0,-1,1
flamengo,2018,21,américa-mg,-,-1,2,2,0,41,12,4,5,32,17,15,0,0,2,-1
palmeiras,2018,21,internacional,-,-1,0,0,0,37,10,4,7,31,15,16,0,0,-1,1
grêmio,2018,21,athlético-pr,athlético-pr,-1,2,1,0,37,10,4,7,25,11,14,0,1,7,-2
atlético-mg,2018,21,vitória,vitória,-1,1,0,0,34,10,7,4,36,27,9,0,1,-2,-1
cruzeiro,2018,21,fluminense,cruzeiro,1,2,1,0,30,8,7,6,18,18,0,1,0,3,-12
corinthians,2018,21,paraná,corinthians,1,1,0,0,29,8,8,5,23,17,6,1,0,1,1
américa-mg,2018,21,flamengo,-,1,2,2,0,26,7,9,5,22,26,-4,0,0,2,-1
fluminense,2018,21,cruzeiro,cruzeiro,-1,2,1,0,26,7,9,5,21,26,-5,0,1,2,-1
santos,2018,21,bahia,santos,1,2,0,0,25,6,8,7,24,24,0,1,0,4,1
bahia,2018,21,santos,santos,-1,2,0,0,25,6,8,7,22,26,-4,0,2,-2,-3
vasco,2018,21,chapecoense,vasco,1,3,1,0,25,6,8,7,26,30,-4,1,0,1,-5
botafogo-rj,2018,21,sport,botafogo-rj,1,2,0,0,25,6,8,7,20,27,-7,1,0,1,1
athlético-pr,2018,21,grêmio,athlético-pr,1,2,1,0,24,6,9,6,24,22,2,1,0,3,-2
chapecoense,2018,21,vasco,vasco,-1,3,1,0,24,5,7,9,22,30,-8,0,1,2,-7
vitória,2018,21,atlético-mg,vitória,1,1,0,0,22,6,11,4,21,40,-19,1,0,1,1
sport,2018,21,botafogo-rj,botafogo-rj,-1,2,0,0,20,5,11,5,19,34,-15,0,4,-3,-9
ceará,2018,21,são paulo,são paulo,-1,1,0,0,17,3,10,8,12,24,-12,0,1,-1,-3
paraná,2018,21,corinthians,corinthians,-1,1,0,0,15,3,12,6,10,27,-17,0,1,-1,-7
são paulo,2018,22,fluminense,-,1,1,1,0,46,13,2,7,35,18,17,0,0,12,-1
internacional,2018,22,cruzeiro,-,-1,0,0,0,43,12,3,7,28,12,16,0,0,-2,1
flamengo,2018,22,ceará,ceará,1,0,1,0,41,12,5,5,32,18,14,0,1,-1,-2
grêmio,2018,22,botafogo-rj,grêmio,1,4,0,0,40,11,4,7,29,11,18,1,0,8,1
palmeiras,2018,22,chapecoense,palmeiras,-1,1,2,0,40,11,4,7,33,16,17,1,0,1,-1
atlético-mg,2018,22,corinthians,-,-1,1,1,0,35,10,7,5,37,28,9,0,0,1,-2
cruzeiro,2018,22,internacional,-,1,0,0,0,31,8,7,7,18,18,0,0,0,-1,1
corinthians,2018,22,atlético-mg,-,1,1,1,0,30,8,8,6,24,18,6,0,0,2,-1
santos,2018,22,vasco,santos,-1,0,3,0,28,7,8,7,27,24,3,2,0,5,1
athlético-pr,2018,22,bahia,athlético-pr,1,2,0,0,27,7,9,6,26,22,4,2,0,4,1
fluminense,2018,22,são paulo,-,-1,1,1,0,27,7,9,6,22,27,-5,0,0,3,-2
américa-mg,2018,22,vitória,vitória,-1,1,0,0,26,7,10,5,22,27,-5,0,1,-1,-2
vitória,2018,22,américa-mg,vitória,1,1,0,0,25,7,11,4,22,40,-18,2,0,2,1
bahia,2018,22,athlético-pr,athlético-pr,-1,2,0,0,25,6,9,7,22,28,-6,0,3,-3,-4
vasco,2018,22,santos,santos,1,0,3,0,25,6,9,7,26,33,-7,0,1,-1,-6
botafogo-rj,2018,22,grêmio,grêmio,-1,4,0,0,25,6,9,7,20,31,-11,0,1,-1,-1
chapecoense,2018,22,palmeiras,palmeiras,1,1,2,0,24,5,8,9,23,32,-9,0,2,3,-8
sport,2018,22,paraná,sport,1,1,0,0,23,6,11,5,20,34,-14,1,0,1,1
ceará,2018,22,flamengo,ceará,-1,0,1,0,20,4,10,8,13,24,-11,1,0,1,-2
paraná,2018,22,sport,sport,-1,1,0,0,15,3,13,6,10,28,-18,0,2,-2,-8
internacional,2018,23,flamengo,internacional,1,2,1,0,46,13,3,7,30,13,17,1,0,1,-1
são paulo,2018,23,atlético-mg,atlético-mg,-1,1,0,0,46,13,3,7,35,19,16,0,1,-1,-2
palmeiras,2018,23,athlético-pr,palmeiras,1,2,0,0,43,12,4,7,35,16,19,2,0,2,1
flamengo,2018,23,internacional,internacional,-1,2,1,0,41,12,6,5,33,20,13,0,2,1,-3
grêmio,2018,23,santos,-,-1,0,0,0,41,11,4,8,29,11,18,0,0,-1,1
atlético-mg,2018,23,são paulo,atlético-mg,1,1,0,0,38,11,7,5,38,28,10,1,0,2,1
cruzeiro,2018,23,botafogo-rj,-,-1,1,1,0,32,8,7,8,19,19,0,0,0,1,-1
corinthians,2018,23,ceará,ceará,-1,2,1,0,30,8,9,6,25,20,5,0,1,3,-2
américa-mg,2018,23,vasco,américa-mg,1,2,1,0,29,8,10,5,24,28,-4,1,0,1,-3
santos,2018,23,grêmio,-,1,0,0,0,29,7,8,8,27,24,3,0,0,-1,1
bahia,2018,23,sport,bahia,1,2,0,0,28,7,9,7,24,28,-4,1,0,1,1
fluminense,2018,23,vitória,-,1,0,0,0,28,7,9,7,22,27,-5,0,0,-1,1
athlético-pr,2018,23,palmeiras,palmeiras,-1,2,0,0,27,7,10,6,26,24,2,0,1,-1,-1
vitória,2018,23,fluminense,-,-1,0,0,0,26,7,11,5,22,40,-18,0,0,-1,1
botafogo-rj,2018,23,cruzeiro,-,1,1,1,0,26,6,9,8,21,32,-11,0,0,1,-2
vasco,2018,23,américa-mg,américa-mg,-1,2,1,0,25,6,10,7,27,35,-8,0,2,1,-7
chapecoense,2018,23,paraná,-,-1,1,1,0,25,5,8,10,24,33,-9,0,0,4,-9
sport,2018,23,bahia,bahia,-1,2,0,0,23,6,12,5,20,36,-16,0,1,-1,-1
ceará,2018,23,corinthians,ceará,1,2,1,0,23,5,10,8,15,25,-10,2,0,2,-3
paraná,2018,23,chapecoense,-,1,1,1,0,16,3,13,7,11,29,-18,0,0,1,-9
internacional,2018,24,grêmio,internacional,1,1,0,0,49,14,3,7,31,13,18,2,0,2,1
são paulo,2018,24,bahia,são paulo,1,1,0,0,49,14,3,7,36,19,17,1,0,1,1
palmeiras,2018,24,corinthians,palmeiras,1,1,0,0,46,13,4,7,36,16,20,3,0,3,1
flamengo,2018,24,chapecoense,flamengo,1,2,0,0,44,13,6,5,35,20,15,1,0,2,1
atlético-mg,2018,24,athlético-pr,atlético-mg,1,3,1,0,41,12,7,5,41,29,12,2,0,3,-1
grêmio,2018,24,internacional,internacional,-1,1,0,0,41,11,5,8,29,12,17,0,1,-2,-1
cruzeiro,2018,24,sport,-,-1,0,0,0,33,8,7,9,19,19,0,0,0,-1,0
santos,2018,24,paraná,santos,-1,0,2,0,32,8,8,8,29,24,5,1,0,1,1
fluminense,2018,24,botafogo-rj,fluminense,1,1,0,0,31,8,9,7,23,27,-4,1,0,1,1
corinthians,2018,24,palmeiras,palmeiras,-1,1,0,0,30,8,10,6,25,21,4,0,2,-1,-3
américa-mg,2018,24,ceará,-,1,0,0,0,30,8,10,6,24,28,-4,0,0,-1,1
vitória,2018,24,vasco,vitória,1,1,0,0,29,8,11,5,23,40,-17,1,0,1,1
bahia,2018,24,são paulo,são paulo,-1,1,0,0,28,7,10,7,24,29,-5,0,1,-1,-1
athlético-pr,2018,24,atlético-mg,atlético-mg,-1,3,1,0,27,7,11,6,27,27,0,0,2,1,-2
botafogo-rj,2018,24,fluminense,fluminense,-1,1,0,0,26,6,10,8,21,33,-12,0,1,-1,-3
vasco,2018,24,vitória,vitória,-1,1,0,0,25,6,11,7,27,36,-9,0,3,-1,-8
chapecoense,2018,24,flamengo,flamengo,-1,2,0,0,25,5,9,10,24,35,-11,0,1,-1,-10
sport,2018,24,cruzeiro,-,1,0,0,0,24,6,12,6,20,36,-16,0,0,-2,1
ceará,2018,24,américa-mg,-,-1,0,0,0,24,5,10,9,15,25,-10,0,0,-1,-2
paraná,2018,24,santos,santos,1,0,2,0,16,3,14,7,11,31,-20,0,1,-1,-10
são paulo,2018,25,santos,-,-1,0,0,0,50,14,3,8,36,19,17,0,0,-1,1
internacional,2018,25,chapecoense,chapecoense,-1,2,1,0,49,14,4,7,32,15,17,0,1,3,-1
palmeiras,2018,25,bahia,-,-1,1,1,0,47,13,4,8,37,17,20,0,0,4,-1
flamengo,2018,25,vasco,-,-1,1,1,0,45,13,6,6,36,21,15,0,0,3,-1
grêmio,2018,25,paraná,grêmio,1,2,0,0,44,12,5,8,31,12,19,1,0,1,1
atlético-mg,2018,25,cruzeiro,-,-1,0,0,0,42,12,7,6,41,29,12,0,0,-1,0
cruzeiro,2018,25,atlético-mg,-,1,0,0,0,34,8,7,10,19,19,0,0,0,-2,1
corinthians,2018,25,sport,corinthians,1,2,1,0,33,9,10,6,27,22,5,1,0,1,-4
santos,2018,25,são paulo,-,1,0,0,0,33,8,8,9,29,24,5,0,0,-1,1
fluminense,2018,25,athlético-pr,athlético-pr,-1,3,1,0,31,8,10,7,24,30,-6,0,1,2,-1
athlético-pr,2018,25,fluminense,athlético-pr,1,3,1,0,30,8,11,6,30,28,2,1,0,2,-3
américa-mg,2018,25,botafogo-rj,botafogo-rj,-1,1,0,0,30,8,11,6,24,29,-5,0,1,-2,-1
vitória,2018,25,ceará,ceará,-1,2,0,0,29,8,12,5,23,42,-19,0,1,-1,-1
bahia,2018,25,palmeiras,-,1,1,1,0,29,7,10,8,25,30,-5,0,0,1,-2
botafogo-rj,2018,25,américa-mg,botafogo-rj,1,1,0,0,29,7,10,8,22,33,-11,1,0,1,1
chapecoense,2018,25,internacional,chapecoense,1,2,1,0,28,6,9,10,26,36,-10,1,0,1,-11
ceará,2018,25,vitória,ceará,1,2,0,0,27,6,10,9,17,25,-8,1,0,1,1
vasco,2018,25,flamengo,-,1,1,1,0,26,6,11,8,28,37,-9,0,0,1,-9
sport,2018,25,corinthians,corinthians,-1,2,1,0,24,6,13,6,21,38,-17,0,1,1,-1
paraná,2018,25,grêmio,grêmio,-1,2,0,0,16,3,15,7,11,33,-22,0,2,-2,-11
são paulo,2018,26,américa-mg,-,1,1,1,0,51,14,3,9,37,20,17,0,0,1,-1
palmeiras,2018,26,sport,palmeiras,-1,0,1,0,50,14,4,8,38,17,21,1,0,5,0
internacional,2018,26,corinthians,-,-1,1,1,0,50,14,4,8,33,16,17,0,0,4,-2
flamengo,2018,26,atlético-mg,flamengo,1,2,1,0,48,14,6,6,38,22,16,1,0,4,-2
grêmio,2018,26,ceará,grêmio,1,3,2,0,47,13,5,8,34,14,20,2,0,2,-1
atlético-mg,2018,26,flamengo,flamengo,-1,2,1,0,42,12,8,6,42,31,11,0,1,1,-1
cruzeiro,2018,26,santos,cruzeiro,1,2,1,0,37,9,7,10,21,20,1,1,0,1,-1
corinthians,2018,26,internacional,-,1,1,1,0,34,9,10,7,28,23,5,0,0,2,-5
fluminense,2018,26,chapecoense,fluminense,-1,1,2,0,34,9,10,7,26,31,-5,1,0,3,-2
athlético-pr,2018,26,paraná,athlético-pr,1,3,0,0,33,9,11,6,33,28,5,2,0,3,1
santos,2018,26,cruzeiro,cruzeiro,-1,2,1,0,33,8,9,9,30,26,4,0,1,1,-1
botafogo-rj,2018,26,vitória,botafogo-rj,-1,3,4,0,32,8,10,8,26,36,-10,2,0,2,-1
américa-mg,2018,26,são paulo,-,-1,1,1,0,31,8,11,7,25,30,-5,0,0,1,-2
vitória,2018,26,botafogo-rj,botafogo-rj,1,3,4,0,29,8,13,5,26,46,-20,0,2,1,-2
bahia,2018,26,vasco,vasco,-1,2,1,0,29,7,11,8,26,32,-6,0,1,2,-3
vasco,2018,26,bahia,vasco,1,2,1,0,29,7,11,8,30,38,-8,1,0,2,-10
chapecoense,2018,26,fluminense,fluminense,1,1,2,0,28,6,10,10,27,38,-11,0,1,2,-12
ceará,2018,26,grêmio,grêmio,-1,3,2,0,27,6,11,9,19,28,-9,0,1,2,-1
sport,2018,26,palmeiras,palmeiras,1,0,1,0,24,6,14,6,21,39,-18,0,2,-1,-2
paraná,2018,26,athlético-pr,athlético-pr,-1,3,0,0,16,3,16,7,11,36,-25,0,3,-3,-12
palmeiras,2018,27,cruzeiro,palmeiras,1,3,1,0,53,15,4,8,41,18,23,2,0,6,-1
internacional,2018,27,vitória,internacional,1,2,1,0,53,15,4,8,35,17,18,1,0,5,-3
são paulo,2018,27,botafogo-rj,-,-1,2,2,0,52,14,3,10,39,22,17,0,0,2,-2
grêmio,2018,27,fluminense,grêmio,-1,0,1,0,50,14,5,8,35,14,21,3,0,3,0
flamengo,2018,27,bahia,-,-1,0,0,0,49,14,6,7,38,22,16,0,0,-1,-1
atlético-mg,2018,27,sport,atlético-mg,1,5,2,0,45,13,8,6,47,33,14,1,0,2,-2
cruzeiro,2018,27,palmeiras,palmeiras,-1,3,1,0,37,9,8,10,22,23,-1,0,1,2,-2
santos,2018,27,athlético-pr,santos,1,1,0,0,36,9,9,9,31,26,5,1,0,2,1
corinthians,2018,27,américa-mg,-,-1,0,0,0,35,9,10,8,28,23,5,0,0,-1,-4
fluminense,2018,27,grêmio,grêmio,1,0,1,0,34,9,11,7,26,32,-6,0,1,-1,-3
athlético-pr,2018,27,santos,santos,-1,1,0,0,33,9,12,6,33,29,4,0,1,-1,-1
botafogo-rj,2018,27,são paulo,-,1,2,2,0,33,8,10,9,28,38,-10,0,0,3,-2
américa-mg,2018,27,corinthians,-,1,0,0,0,32,8,11,8,25,30,-5,0,0,-1,1
bahia,2018,27,flamengo,-,1,0,0,0,30,7,11,9,26,32,-6,0,0,-1,1
ceará,2018,27,chapecoense,ceará,1,3,1,0,30,7,11,9,22,29,-7,1,0,3,-2
vasco,2018,27,paraná,-,-1,1,1,0,30,7,11,9,31,39,-8,0,0,3,-11
vitória,2018,27,internacional,internacional,-1,2,1,0,29,8,14,5,27,48,-21,0,3,2,-3
chapecoense,2018,27,ceará,ceará,-1,3,1,0,28,6,11,10,28,41,-13,0,2,3,-13
sport,2018,27,atlético-mg,atlético-mg,-1,5,2,0,24,6,15,6,23,44,-21,0,3,1,-3
paraná,2018,27,vasco,-,1,1,1,0,17,3,16,8,12,37,-25,0,0,1,-13
palmeiras,2018,28,são paulo,palmeiras,-1,0,2,0,56,16,4,8,43,18,25,3,0,7,0
internacional,2018,28,sport,sport,-1,2,1,0,53,15,5,8,36,19,17,0,1,6,-4
flamengo,2018,28,corinthians,flamengo,-1,0,3,0,52,15,6,7,41,22,19,1,0,1,0
são paulo,2018,28,palmeiras,palmeiras,1,0,2,0,52,14,4,10,39,24,15,0,1,-1,-3
grêmio,2018,28,bahia,-,1,2,2,0,51,14,5,9,37,16,21,0,0,4,-1
atlético-mg,2018,28,chapecoense,chapecoense,-1,1,0,0,45,13,9,6,47,34,13,0,1,-1,-3
santos,2018,28,vitória,santos,-1,0,1,0,39,10,9,9,32,26,6,2,0,3,1
fluminense,2018,28,paraná,fluminense,1,4,0,0,37,10,11,7,30,32,-2,1,0,1,1
cruzeiro,2018,28,ceará,ceará,1,0,2,0,37,9,9,10,22,25,-3,0,2,-1,-3
athlético-pr,2018,28,américa-mg,athlético-pr,1,4,0,0,36,10,12,6,37,29,8,1,0,1,1
corinthians,2018,28,flamengo,flamengo,1,0,3,0,35,9,11,8,28,26,2,0,1,-2,-5
botafogo-rj,2018,28,vasco,-,1,1,1,0,34,8,10,10,29,39,-10,0,0,4,-3
ceará,2018,28,cruzeiro,ceará,-1,0,2,0,33,8,11,9,24,29,-5,2,0,4,-1
américa-mg,2018,28,athlético-pr,athlético-pr,-1,4,0,0,32,8,12,8,25,34,-9,0,1,-2,-1
bahia,2018,28,grêmio,-,-1,2,2,0,31,7,11,10,28,34,-6,0,0,1,-1
vasco,2018,28,botafogo-rj,-,-1,1,1,0,31,7,11,10,32,40,-8,0,0,4,-12
chapecoense,2018,28,atlético-mg,chapecoense,1,1,0,0,31,7,11,10,29,41,-12,1,0,4,1
vitória,2018,28,santos,santos,1,0,1,0,29,8,15,5,27,49,-22,0,4,-1,-4
sport,2018,28,internacional,sport,1,2,1,0,27,7,15,6,25,45,-20,1,0,2,-4
paraná,2018,28,fluminense,fluminense,-1,4,0,0,17,3,17,8,12,41,-29,0,1,-1,-14
palmeiras,2018,29,grêmio,palmeiras,1,2,0,0,59,17,4,8,45,18,27,4,0,8,1
internacional,2018,29,são paulo,internacional,1,3,1,0,56,16,5,8,39,20,19,1,0,7,-5
flamengo,2018,29,fluminense,flamengo,1,3,0,0,55,16,6,7,44,22,22,2,0,2,1
são paulo,2018,29,internacional,internacional,-1,3,1,0,52,14,5,10,40,27,13,0,2,1,-4
grêmio,2018,29,palmeiras,palmeiras,-1,2,0,0,51,14,6,9,37,18,19,0,1,-1,-2
atlético-mg,2018,29,américa-mg,-,1,0,0,0,46,13,9,7,47,34,13,0,0,-2,1
santos,2018,29,corinthians,santos,1,1,0,0,42,11,9,9,33,26,7,3,0,4,1
athlético-pr,2018,29,sport,athlético-pr,1,4,0,0,39,11,12,6,41,29,12,2,0,2,1
fluminense,2018,29,flamengo,flamengo,-1,3,0,0,37,10,12,7,30,35,-5,0,1,-1,-1
cruzeiro,2018,29,vasco,vasco,-1,2,0,0,37,9,10,10,22,27,-5,0,3,-2,-4
corinthians,2018,29,santos,santos,-1,1,0,0,35,9,12,8,28,27,1,0,2,-3,-6
botafogo-rj,2018,29,ceará,-,-1,0,0,0,35,8,10,11,29,39,-10,0,0,-1,-2
bahia,2018,29,paraná,bahia,1,2,0,0,34,8,11,10,30,34,-4,1,0,2,1
ceará,2018,29,botafogo-rj,-,1,0,0,0,34,8,11,10,24,29,-5,0,0,-1,1
vasco,2018,29,cruzeiro,vasco,1,2,0,0,34,8,11,10,34,40,-6,1,0,5,1
américa-mg,2018,29,atlético-mg,-,-1,0,0,0,33,8,12,9,25,34,-9,0,0,-3,0
vitória,2018,29,chapecoense,vitória,-1,0,1,0,32,9,15,5,28,49,-21,1,0,1,-3
chapecoense,2018,29,vitória,vitória,1,0,1,0,31,7,12,10,29,42,-13,0,1,-1,-1
sport,2018,29,athlético-pr,athlético-pr,-1,4,0,0,27,7,16,6,25,49,-24,0,1,-1,-5
paraná,2018,29,bahia,bahia,-1,2,0,0,17,3,18,8,12,43,-31,0,2,-2,-15
palmeiras,2018,30,ceará,palmeiras,1,2,1,0,62,18,4,8,47,19,28,5,0,9,-1
flamengo,2018,30,paraná,flamengo,-1,0,4,0,58,17,6,7,48,22,26,3,0,3,1
internacional,2018,30,santos,-,1,2,2,0,57,16,5,9,41,22,19,0,0,8,-6
são paulo,2018,30,athlético-pr,-,1,0,0,0,53,14,5,11,40,27,13,0,0,-1,1
grêmio,2018,30,américa-mg,-,-1,1,1,0,52,14,6,10,38,19,19,0,0,1,-3
atlético-mg,2018,30,fluminense,fluminense,-1,1,0,0,46,13,10,7,47,35,12,0,1,-3,-1
santos,2018,30,internacional,-,-1,2,2,0,43,11,9,10,35,28,7,0,0,5,-1
athlético-pr,2018,30,são paulo,-,-1,0,0,0,40,11,12,7,41,29,12,0,0,-1,1
fluminense,2018,30,atlético-mg,fluminense,1,1,0,0,40,11,12,7,31,35,-4,1,0,1,1
cruzeiro,2018,30,chapecoense,cruzeiro,1,3,0,0,40,10,10,10,25,27,-2,1,0,1,1
bahia,2018,30,botafogo-rj,bahia,-1,0,1,0,37,9,11,10,31,34,-3,2,0,3,1
corinthians,2018,30,vitória,-,-1,2,2,0,36,9,12,9,30,29,1,0,0,1,-7
botafogo-rj,2018,30,bahia,bahia,1,0,1,0,35,8,11,11,29,40,-11,0,1,-2,-3
ceará,2018,30,palmeiras,palmeiras,-1,2,1,0,34,8,12,10,25,31,-6,0,1,1,-1
vasco,2018,30,sport,sport,-1,2,1,0,34,8,12,10,35,42,-7,0,1,6,-1
américa-mg,2018,30,grêmio,-,1,1,1,0,34,8,12,10,26,35,-9,0,0,1,-1
vitória,2018,30,corinthians,-,1,2,2,0,33,9,15,6,30,51,-21,0,0,2,-4
chapecoense,2018,30,cruzeiro,cruzeiro,-1,3,0,0,31,7,13,10,29,45,-16,0,2,-2,-2
sport,2018,30,vasco,sport,1,2,1,0,30,8,16,6,27,50,-23,1,0,1,-6
paraná,2018,30,flamengo,flamengo,1,0,4,0,17,3,19,8,12,47,-35,0,3,-3,-16
palmeiras,2018,31,flamengo,-,-1,1,1,0,63,18,4,9,48,20,28,0,0,10,-2
flamengo,2018,31,palmeiras,-,1,1,1,0,59,17,6,8,49,23,26,0,0,4,-1
internacional,2018,31,vasco,-,-1,1,1,0,58,16,5,10,42,23,19,0,0,9,-7
são paulo,2018,31,vitória,são paulo,-1,0,1,0,56,15,5,11,41,27,14,1,0,1,1
grêmio,2018,31,sport,sport,1,3,4,0,52,14,7,10,41,23,18,0,1,2,-4
atlético-mg,2018,31,ceará,ceará,-1,2,1,0,46,13,11,7,48,37,11,0,2,1,-2
santos,2018,31,fluminense,santos,1,3,0,0,46,12,9,10,38,28,10,1,0,6,1
athlético-pr,2018,31,botafogo-rj,athlético-pr,1,2,1,0,43,12,12,7,43,30,13,1,0,1,-1
cruzeiro,2018,31,paraná,cruzeiro,1,3,1,0,43,11,10,10,28,28,0,2,0,2,-1
fluminense,2018,31,santos,santos,-1,3,0,0,40,11,13,7,31,38,-7,0,1,-1,-1
corinthians,2018,31,bahia,corinthians,1,2,1,0,39,10,12,9,32,30,2,1,0,2,-8
bahia,2018,31,corinthians,corinthians,-1,2,1,0,37,9,12,10,32,36,-4,0,1,4,-1
ceará,2018,31,atlético-mg,ceará,1,2,1,0,37,9,12,10,27,32,-5,1,0,2,-2
vasco,2018,31,internacional,-,1,1,1,0,35,8,12,11,36,43,-7,0,0,7,-2
botafogo-rj,2018,31,athlético-pr,athlético-pr,-1,2,1,0,35,8,12,11,30,42,-12,0,2,1,-4
américa-mg,2018,31,chapecoense,chapecoense,-1,1,0,0,34,8,13,10,26,36,-10,0,1,-1,-2
chapecoense,2018,31,américa-mg,chapecoense,1,1,0,0,34,8,13,10,30,45,-15,1,0,1,1
sport,2018,31,grêmio,sport,-1,3,4,0,33,9,16,6,31,53,-22,2,0,2,-7
vitória,2018,31,são paulo,são paulo,1,0,1,0,33,9,16,6,30,52,-22,0,1,-1,-5
paraná,2018,31,cruzeiro,cruzeiro,-1,3,1,0,17,3,20,8,13,50,-37,0,4,1,-17
palmeiras,2018,32,santos,palmeiras,1,3,2,0,66,19,4,9,51,22,29,1,0,11,-3
internacional,2018,32,athlético-pr,internacional,1,2,1,0,61,17,5,10,44,24,20,1,0,10,-8
flamengo,2018,32,são paulo,-,-1,2,2,0,60,17,6,9,51,25,26,0,0,5,-2
são paulo,2018,32,flamengo,-,1,2,2,0,57,15,5,12,43,29,14,0,0,2,-1
